season,team_a,team_b,score_a,score_b,neutral_site,round_name,game_date,home_team,home_edge_a,rest_days_a,rest_days_b,market_prob_a,market_spread_a,moneyline_a,moneyline_b
2023,SE Louisiana,Belhaven,107,71,0,Regular Season,2022-12-08,SE Louisiana,1,4,12,,,,
2023,Washington St,N Kentucky,68,47,0,Regular Season,2022-12-08,Washington St,1,3,4,,,,
2023,W Illinois,Iowa Wesleyan,84,73,0,Regular Season,2022-12-08,W Illinois,1,4,,,,,
2023,Villanova,Boston College,77,56,1,Never Forget Tribute Classic,2022-12-10,,0,1,2,,,,
2023,California,Butler,58,82,0,Regular Season,2022-12-10,California,1,1,3,,,,
2023,Providence,UAlbany,93,55,0,Regular Season,2022-12-10,Providence,1,1,3,,,,
2023,C Connecticut,Dartmouth,59,50,0,Regular Season,2022-12-10,C Connecticut,1,6,2,,,,
2023,Houston,Alabama,65,71,0,Regular Season,2022-12-10,Houston,1,2,5,,,,
2023,N'Western St,UL Monroe,91,73,0,Regular Season,2022-12-10,N'Western St,1,5,6,,,,
2023,Wichita St,Longwood,81,63,0,Regular Season,2022-12-10,Wichita St,1,5,6,,,,
2023,Illinois St,SIUE,77,71,0,Regular Season,2022-12-10,Illinois St,1,1,2,,,,
2023,Texas A&M,Oregon St,72,54,0,Regular Season,2022-12-11,Texas A&M,1,6,5,,,,
2023,Tennessee St,Lipscomb,90,85,0,Regular Season,2022-12-11,Tennessee St,1,3,0,,,,
2023,UCF,Tarleton St,75,49,0,Regular Season,2022-12-11,UCF,1,6,3,,,,
2023,N Dakota St,Waldorf,99,54,0,Regular Season,2022-12-11,N Dakota St,1,0,,,,,
2023,Marist,Boston U,70,72,0,Regular Season,2022-12-11,Marist,1,6,2,,,,
2023,Wyoming,Louisiana Tech,92,65,0,Regular Season,2022-12-11,Wyoming,1,3,7,,,,
2023,VCU,Howard,70,60,0,Regular Season,2022-12-12,VCU,1,3,8,,,,
2023,Omaha,Mid Luthrn,104,72,0,Regular Season,2022-12-13,Omaha,1,2,,,,,
2023,San Diego,UC San Diego,84,58,0,Regular Season,2022-12-13,San Diego,1,1,9,,,,
2023,Iona,Princeton,70,64,1,Regular Season,2022-12-14,,0,2,2,,,,
2023,Loyola MD,UMBC,69,72,0,Regular Season,2022-12-14,Loyola MD,1,2,3,,,,
2023,Florida A&M,Edward Waters,58,47,0,Regular Season,2022-12-14,Florida A&M,1,10,12,,,,
2023,Lipscomb,Tennessee Tech,64,63,0,Regular Season,2022-12-15,Lipscomb,1,3,4,,,,
2023,Denver,CO Christian,85,74,0,Regular Season,2022-12-15,Denver,1,4,12,,,,
2023,Jax State,Reinhardt,97,63,0,Regular Season,2022-12-15,Jax State,1,5,,,,,
2023,MTSU,Chattanooga,73,82,0,Regular Season,2022-12-16,MTSU,1,5,5,,,,
2023,Virginia Tech,Grambling,74,48,0,Regular Season,2022-12-17,Virginia Tech,1,5,6,,,,
2023,Purdue,Davidson,69,61,1,Indy Classic,2022-12-17,,0,6,8,,,,
2023,Norfolk St,Hampton,78,66,1,Chris Paul's HBCU Challenge,2022-12-17,,0,1,5,,,,
2023,E Washington,UC Davis,79,68,0,Regular Season,2022-12-17,E Washington,1,2,2,,,,
2023,SE Louisiana,Troy,71,77,0,Regular Season,2022-12-17,SE Louisiana,1,0,6,,,,
2023,Oral Roberts,Missouri St,80,77,0,Regular Season,2022-12-17,Oral Roberts,1,3,5,,,,
2023,Tennessee St,Bryan (TN),99,78,0,Regular Season,2022-12-17,Tennessee St,1,1,,,,,
2023,Manhattan,C Connecticut,67,78,0,Regular Season,2022-12-17,Manhattan,1,5,5,,,,
2023,Iowa,SE Missouri,106,75,0,Regular Season,2022-12-18,Iowa,1,6,2,,,,
2023,Air Force,Tarleton St,81,67,0,Regular Season,2022-12-18,Air Force,1,7,6,,,,
2023,Kent State,Concord,106,56,0,Regular Season,2022-12-18,Kent State,1,7,,,,,
2023,UNC Wilmington,High Point,85,82,0,Regular Season,2022-12-18,UNC Wilmington,1,7,7,,,,
2023,N Kentucky,Miami Hamilton,81,41,0,Regular Season,2022-12-18,N Kentucky,1,2,12,,,,
2023,Gardner-Webb,Bob Jones,116,55,0,Regular Season,2022-12-19,Gardner-Webb,1,1,12,,,,
2023,UConn,Georgetown,84,73,0,Regular Season,2022-12-20,UConn,1,1,3,,,,
2023,IU Indy,E Texas A&M,62,52,1,Regular Season,2022-12-20,,0,0,0,,,,
2023,Oklahoma St,Texas A&M-CC,81,58,0,Regular Season,2022-12-20,Oklahoma St,1,1,3,,,,
2023,Illinois St,Chicago St,66,52,0,Regular Season,2022-12-20,Illinois St,1,2,2,,,,
2023,Kansas St,Radford,73,65,0,Regular Season,2022-12-21,Kansas St,1,2,3,,,,
2023,Liberty,Mid Atl Chrstn,88,50,0,Regular Season,2022-12-21,Liberty,1,0,12,,,,
2023,Alabama,Jackson St,84,64,0,Regular Season,2022-12-21,Alabama,1,3,3,,,,
2023,Coppin St,James Madison,107,100,0,Regular Season,2022-12-21,Coppin St,1,7,2,,,,
2023,Valparaiso,Stonehill,77,67,0,Regular Season,2022-12-21,Valparaiso,1,2,0,,,,
2023,North Carolina,Michigan,80,76,1,Jumpman Invitational,2022-12-22,,0,4,4,,,,
2023,California,UT Arlington,73,51,0,Regular Season,2022-12-22,California,1,3,1,,,,
2023,Long Island,Purchase,95,58,0,Regular Season,2022-12-22,Long Island,1,3,,,,,
2023,Memphis,Alabama St,83,61,0,Regular Season,2022-12-22,Memphis,1,3,1,,,,
2023,SE Louisiana,Southern,80,62,0,Regular Season,2022-12-22,SE Louisiana,1,4,3,,,,
2023,Arkansas,UNC Asheville,85,51,0,Regular Season,2022-12-22,Arkansas,1,4,4,,,,
2023,Kentucky,Florida A&M,88,68,0,Regular Season,2022-12-22,Kentucky,1,4,4,,,,
2023,Washington St,G Washington,66,64,1,Hawaiian Airlines Diamond Head Classic,2022-12-23,,0,3,9,,,,
2023,South Florida,NJIT,92,73,0,Regular Season,2022-12-23,South Florida,1,2,4,,,,
2023,Utah State,SMU,74,77,1,Hawaiian Airlines Diamond Head Classic,2022-12-24,,0,1,1,,,,
2023,TCU,C Arkansas,103,57,0,Regular Season,2022-12-28,TCU,1,5,6,,,,
2023,Bellarmine,Liberty,53,70,0,Regular Season,2022-12-29,Bellarmine,1,6,7,,,,
2023,New Mexico St,Southern Utah,75,79,0,Regular Season,2022-12-29,New Mexico St,1,5,6,,,,
2023,Purdue,Florida A&M,82,49,0,Regular Season,2022-12-29,Purdue,1,6,6,,,,
2023,Richmond,Coppin St,83,65,0,Regular Season,2022-12-29,Richmond,1,6,5,,,,
2023,Lipscomb,Stetson,80,86,0,Regular Season,2022-12-30,Lipscomb,1,9,7,,,,
2023,Northeastern,NC A&T,88,76,0,Regular Season,2022-12-30,Northeastern,1,8,6,,,,
2023,Denver,Kansas City,85,83,0,Regular Season,2022-12-30,Denver,1,7,9,,,,
2023,Portland,LMU,72,92,0,Regular Season,2022-12-30,Portland,1,7,7,,,,
2023,Illinois,Bethune,85,52,0,Regular Season,2022-12-30,Illinois,1,6,7,,,,
2023,North Texas,FAU,46,50,0,Regular Season,2022-12-30,North Texas,1,6,7,,,,
2023,Miami OH,St Mary's,90,51,0,Regular Season,2022-12-30,Miami OH,1,6,12,,,,
2023,Kennesaw St,C Arkansas,82,66,0,Regular Season,2022-12-31,Kennesaw St,1,6,2,,,,
2023,Hofstra,NC A&T,79,81,0,Regular Season,2022-12-31,Hofstra,1,0,0,,,,
2023,North Dakota,N Dakota St,49,71,0,Regular Season,2022-12-31,North Dakota,1,10,9,,,,
2023,Gonzaga,Pepperdine,111,88,0,Regular Season,2022-12-31,Gonzaga,1,2,5,,,,
2023,Charleston So,SC Upstate,90,85,0,Regular Season,2022-12-31,Charleston So,1,1,1,,,,
2023,Wyoming,New Mexico,75,76,0,Regular Season,2022-12-31,Wyoming,1,1,1,,,,
2023,St Bonaventure,UMass,83,64,0,Regular Season,2022-12-31,St Bonaventure,1,8,9,,,,
2023,Fairfield,Marist,73,54,0,Regular Season,2022-12-31,Fairfield,1,12,7,,,,
2023,MTSU,Western KY,65,60,0,Regular Season,2022-12-31,MTSU,1,1,0,,,,
2023,Houston,UCF,71,65,0,Regular Season,2022-12-31,Houston,1,1,1,,,,
2023,Hawai'i,Cal Poly,57,48,0,Regular Season,2023-01-01,Hawai'i,1,1,1,,,,
2023,Dartmouth,Cornell,63,74,0,Regular Season,2023-01-01,Dartmouth,1,10,1,,,,
2023,Kansas St,West Virginia,82,76,0,Regular Season,2023-01-01,Kansas St,1,10,9,,,,
2023,Bucknell,Boston U,61,69,0,Regular Season,2023-01-02,Bucknell,1,2,2,,,,
2023,MD Eastern,St Mary's (MD),87,56,0,Regular Season,2023-01-03,MD Eastern,1,5,12,,,,
2023,Boise St,San José St,67,64,0,Regular Season,2023-01-04,Boise St,1,5,3,,,,
2023,Boston College,Notre Dame,70,63,0,Regular Season,2023-01-04,Boston College,1,3,4,,,,
2023,Furman,The Citadel,97,72,0,Regular Season,2023-01-05,Furman,1,4,4,,,,
2023,Rhode Island,Fordham,82,79,0,Regular Season,2023-01-05,Rhode Island,1,4,6,,,,
2023,Providence,UConn,73,61,0,Regular Season,2023-01-05,Providence,1,3,4,,,,
2023,Missouri St,Evansville,85,62,0,Regular Season,2023-01-05,Missouri St,1,3,3,,,,
2023,C Arkansas,E Kentucky,75,77,0,Regular Season,2023-01-06,C Arkansas,1,2,3,,,,
2023,UC Riverside,Fullerton,62,77,0,Regular Season,2023-01-06,UC Riverside,1,5,4,,,,
2023,Morehead St,So Indiana,84,80,0,Regular Season,2023-01-06,Morehead St,1,5,5,,,,
2023,Louisiana,Southern Miss,75,61,0,Regular Season,2023-01-06,Louisiana,1,5,5,,,,
2023,Sam Houston,Grand Canyon,68,72,0,Regular Season,2023-01-06,Sam Houston,1,5,6,,,,
2023,Colgate,Navy,87,73,0,Regular Season,2023-01-06,Colgate,1,3,3,,,,
2023,Boston U,Lafayette,73,69,0,Regular Season,2023-01-06,Boston U,1,3,2,,,,
2023,Drexel,Monmouth,67,35,0,Regular Season,2023-01-07,Drexel,1,0,0,,,,
2023,UT Martin,Tennessee Tech,80,84,0,Regular Season,2023-01-07,UT Martin,1,0,0,,,,
2023,Stonehill,C Connecticut,51,49,0,Regular Season,2023-01-07,Stonehill,1,0,0,,,,
2023,Gardner-Webb,Radford,59,63,0,Regular Season,2023-01-07,Gardner-Webb,1,1,1,,,,
2023,Richmond,Duquesne,75,73,0,Regular Season,2023-01-07,Richmond,1,1,1,,,,
2023,Illinois,Wisconsin,79,69,0,Regular Season,2023-01-07,Illinois,1,1,2,,,,
2023,Norfolk St,MD Eastern,57,46,0,Regular Season,2023-01-07,Norfolk St,1,1,3,,,,
2023,Cornell,Penn,88,69,0,Regular Season,2023-01-07,Cornell,1,5,3,,,,
2023,Indiana St,UIC,80,60,0,Regular Season,2023-01-07,Indiana St,1,1,1,,,,
2023,Memphis,East Carolina,69,59,0,Regular Season,2023-01-07,Memphis,1,5,1,,,,
2023,North Alabama,Stetson,85,95,0,Regular Season,2023-01-08,North Alabama,1,1,1,,,,
2023,St Thomas (MN),Omaha,80,68,0,Regular Season,2023-01-08,St Thomas (MN),1,1,1,,,,
2023,New Mexico,UNLV,77,84,0,Regular Season,2023-01-08,New Mexico,1,3,7,,,,
2023,FIU,UAB,90,87,0,Regular Season,2023-01-08,FIU,1,1,1,,,,
2023,American,Boston U,76,74,0,Regular Season,2023-01-08,American,1,1,1,,,,
2023,Delaware St,Norfolk St,65,78,0,Regular Season,2023-01-10,Delaware St,1,2,2,,,,
2023,Ohio,Ball State,76,71,0,Regular Season,2023-01-11,Ohio,1,3,3,,,,
2023,LSU,Florida,56,67,0,Regular Season,2023-01-11,LSU,1,3,3,,,,
2023,Northern Iowa,Murray St,75,67,0,Regular Season,2023-01-11,Northern Iowa,1,3,3,,,,
2023,UC Irvine,Fullerton,70,65,0,Regular Season,2023-01-12,UC Irvine,1,3,3,,,,
2023,Samford,Wofford,83,58,0,Regular Season,2023-01-12,Samford,1,4,3,,,,
2023,Rhode Island,St Bonaventure,68,67,0,Regular Season,2023-01-12,Rhode Island,1,4,4,,,,
2023,Bryant,UAlbany,86,69,0,Regular Season,2023-01-12,Bryant,1,3,3,,,,
2023,Washington St,California,66,51,0,Regular Season,2023-01-12,Washington St,1,4,4,,,,
2023,Austin Peay,Lipscomb,65,87,0,Regular Season,2023-01-13,Austin Peay,1,5,5,,,,
2023,IU Indy,Purdue FW,55,70,0,Regular Season,2023-01-13,IU Indy,1,2,5,,,,
2023,Omaha,North Dakota,69,63,0,Regular Season,2023-01-13,Omaha,1,4,5,,,,
2023,Saint Mary's,LMU,76,62,0,Regular Season,2023-01-13,Saint Mary's,1,4,4,,,,
2023,Texas A&M-CC,SE Louisiana,82,85,0,Regular Season,2023-01-13,Texas A&M-CC,1,5,5,,,,
2023,Kennesaw St,North Florida,86,72,0,Regular Season,2023-01-14,Kennesaw St,1,0,0,,,,
2023,Charleston,Elon,78,60,0,Regular Season,2023-01-14,Charleston,1,1,1,,,,
2023,UL Monroe,Texas St,61,58,0,Regular Season,2023-01-14,UL Monroe,1,0,0,,,,
2023,Furman,UNC Greensboro,80,88,0,Regular Season,2023-01-14,Furman,1,1,1,,,,
2023,St Bonaventure,Richmond,71,63,0,Regular Season,2023-01-14,St Bonaventure,1,1,1,,,,
2023,Illinois,Michigan St,75,66,0,Regular Season,2023-01-14,Illinois,1,2,2,,,,
2023,Canisius,Marist,58,76,0,Regular Season,2023-01-14,Canisius,1,5,5,,,,
2023,UMBC,Maine,85,77,0,Regular Season,2023-01-14,UMBC,1,5,1,,,,
2023,Oregon,Arizona,87,68,0,Regular Season,2023-01-14,Oregon,1,0,0,,,,
2023,Tulane,UCF,77,69,0,Regular Season,2023-01-14,Tulane,1,1,1,,,,
2023,Portland St,N Colorado,67,69,0,Regular Season,2023-01-15,Portland St,1,1,1,,,,
2023,LMU,San Diego,98,84,0,Regular Season,2023-01-15,LMU,1,1,1,,,,
2023,Wyoming,Boise St,68,85,0,Regular Season,2023-01-15,Wyoming,1,3,2,,,,
2023,Niagara,Marist,64,66,0,Regular Season,2023-01-15,Niagara,1,0,0,,,,
2023,Western KY,FIU,70,59,0,Regular Season,2023-01-15,Western KY,1,2,2,,,,
2023,Michigan St,Purdue,63,64,0,Regular Season,2023-01-16,Michigan St,1,1,1,,,,
2023,Fullerton,Bakersfield,76,46,0,Regular Season,2023-01-17,Fullerton,1,2,2,,,,
2023,Penn,Princeton,60,72,0,Regular Season,2023-01-17,Penn,1,2,2,,,,
2023,Buffalo,Bowling Green,100,71,0,Regular Season,2023-01-18,Buffalo,1,3,3,,,,
2023,Kentucky,Georgia,85,71,0,Regular Season,2023-01-18,Kentucky,1,3,3,,,,
2023,Valparaiso,UIC,76,66,0,Regular Season,2023-01-18,Valparaiso,1,3,3,,,,
2023,Charleston So,UNC Asheville,63,73,0,Regular Season,2023-01-19,Charleston So,1,4,4,,,,
2023,Nebraska,Ohio State,63,60,0,Regular Season,2023-01-19,Nebraska,1,4,3,,,,
2023,Holy Cross,Colgate,71,77,0,Regular Season,2023-01-19,Holy Cross,1,4,4,,,,
2023,N Colorado,E Washington,75,83,0,Regular Season,2023-01-20,N Colorado,1,4,2,,,,
2023,Monmouth,Charleston,55,69,0,Regular Season,2023-01-20,Monmouth,1,5,3,,,,
2023,SE Missouri,UT Martin,60,80,0,Regular Season,2023-01-20,SE Missouri,1,5,4,,,,
2023,Santa Clara,BYU,83,76,0,Regular Season,2023-01-20,Santa Clara,1,4,4,,,,
2023,Illinois,Indiana,65,80,0,Regular Season,2023-01-20,Illinois,1,3,5,,,,
2023,UTSA,FAU,64,83,0,Regular Season,2023-01-20,UTSA,1,2,2,,,,
2023,North Florida,Liberty,62,73,0,Regular Season,2023-01-21,North Florida,1,0,0,,,,
2023,Northeastern,Charleston,61,87,0,Regular Season,2023-01-21,Northeastern,1,0,0,,,,
2023,North Dakota,Oral Roberts,72,84,0,Regular Season,2023-01-21,North Dakota,1,0,0,,,,
2023,Saint Francis,St Francis BK,87,61,0,Regular Season,2023-01-21,Saint Francis,1,4,3,,,,
2023,Radford,High Point,95,80,0,Regular Season,2023-01-21,Radford,1,1,1,,,,
2023,Duquesne,Fordham,58,65,0,Regular Season,2023-01-21,Duquesne,1,1,6,,,,
2023,St John's,Villanova,49,57,0,Regular Season,2023-01-21,St John's,1,5,4,,,,
2023,Siena,Mount St Marys,72,57,0,Regular Season,2023-01-21,Siena,1,5,5,,,,
2023,North Carolina,NC State,80,69,0,Regular Season,2023-01-21,North Carolina,1,2,2,,,,
2023,Colgate,American,62,61,0,Regular Season,2023-01-21,Colgate,1,1,1,,,,
2023,West Virginia,Texas,61,69,0,Regular Season,2023-01-21,West Virginia,1,1,2,,,,
2023,Wright St,Cleveland St,77,85,0,Regular Season,2023-01-22,Wright St,1,1,1,,,,
2023,CA Baptist,Tarleton St,77,48,0,Regular Season,2023-01-22,CA Baptist,1,6,1,,,,
2023,Mount St Marys,Marist,59,55,0,Regular Season,2023-01-22,Mount St Marys,1,0,0,,,,
2023,Stanford,Oregon,71,64,0,Regular Season,2023-01-22,Stanford,1,1,2,,,,
2023,Detroit Mercy,Oakland,67,76,0,Regular Season,2023-01-24,Detroit Mercy,1,2,3,,,,
2023,NC Central,MD Eastern,58,59,0,Regular Season,2023-01-24,NC Central,1,2,2,,,,
2023,UNC Asheville,Presbyterian,88,80,0,Regular Season,2023-01-25,UNC Asheville,1,3,3,,,,
2023,Florida St,Miami,63,86,0,Regular Season,2023-01-25,Florida St,1,3,3,,,,
2023,Bellarmine,E Kentucky,72,71,0,Regular Season,2023-01-26,Bellarmine,1,4,4,,,,
2023,Gardner-Webb,SC Upstate,78,66,0,Regular Season,2023-01-26,Gardner-Webb,1,4,4,,,,
2023,Alabama,Mississippi St,66,63,0,Regular Season,2023-01-26,Alabama,1,4,3,,,,
2023,Pitt,Wake Forest,81,79,0,Regular Season,2023-01-26,Pitt,1,4,4,,,,
2023,Hartford,Stonehill,73,56,0,Regular Season,2023-01-26,Hartford,1,1,3,,,,
2023,Hawai'i,Santa Barbara,64,65,0,Regular Season,2023-01-27,Hawai'i,1,5,4,,,,
2023,UT Martin,Lindenwood,66,59,0,Regular Season,2023-01-27,UT Martin,1,5,5,,,,
2023,South Alabama,Old Dominion,64,66,0,Regular Season,2023-01-27,South Alabama,1,5,4,,,,
2023,Sam Houston,Seattle U,55,40,0,Regular Season,2023-01-27,Sam Houston,1,5,5,,,,
2023,FAU,MTSU,85,67,0,Regular Season,2023-01-27,FAU,1,4,5,,,,
2023,Queens,Stetson,71,65,0,Regular Season,2023-01-28,Queens,1,0,0,,,,
2023,Cleveland St,Purdue FW,79,74,0,Regular Season,2023-01-28,Cleveland St,1,5,1,,,,
2023,App State,Arkansas St,63,51,0,Regular Season,2023-01-28,App State,1,1,0,,,,
2023,Kent State,Buffalo,74,68,0,Regular Season,2023-01-28,Kent State,1,2,2,,,,
2023,Wofford,Samford,85,77,0,Regular Season,2023-01-28,Wofford,1,1,1,,,,
2023,Fordham,G Washington,85,70,0,Regular Season,2023-01-28,Fordham,1,1,1,,,,
2023,New Orleans,SE Louisiana,64,80,0,Regular Season,2023-01-28,New Orleans,1,0,0,,,,
2023,Cornell,Brown,80,73,0,Regular Season,2023-01-28,Cornell,1,6,6,,,,
2023,Wake Forest,NC State,77,79,0,Regular Season,2023-01-28,Wake Forest,1,1,2,,,,
2023,Grambling,Jackson St,78,66,0,Regular Season,2023-01-28,Grambling,1,3,3,,,,
2023,Cal Poly,Fullerton,36,65,0,Regular Season,2023-01-29,Cal Poly,1,1,1,,,,
2023,BYU,Saint Mary's,56,57,0,Regular Season,2023-01-29,BYU,1,6,6,,,,
2023,UT Rio Grande,CA Baptist,64,58,0,Regular Season,2023-01-29,UT Rio Grande,1,2,2,,,,
2023,Villanova,Providence,65,70,0,Regular Season,2023-01-29,Villanova,1,7,2,,,,
2023,Illinois St,S Illinois,72,66,0,Regular Season,2023-01-29,Illinois St,1,2,3,,,,
2023,Coppin St,Delaware St,66,71,0,Regular Season,2023-01-31,Coppin St,1,2,2,,,,
2023,Kansas City,S Dakota St,66,67,0,Regular Season,2023-01-31,Kansas City,1,1,2,,,,
2023,Davidson,VCU,59,61,0,Regular Season,2023-02-01,Davidson,1,3,3,,,,
2023,UMass Lowell,UAlbany,66,50,0,Regular Season,2023-02-01,UMass Lowell,1,3,2,,,,
2023,Furman,Chattanooga,79,58,0,Regular Season,2023-02-02,Furman,1,3,4,,,,
2023,George Mason,UMass,70,59,0,Regular Season,2023-02-02,George Mason,1,3,4,,,,
2023,NJIT,New Hampshire,67,74,0,Regular Season,2023-02-02,NJIT,1,6,4,,,,
2023,Boston U,Holy Cross,70,82,0,Regular Season,2023-02-02,Boston U,1,3,4,,,,
2023,E Kentucky,Jax State,69,67,0,Regular Season,2023-02-03,E Kentucky,1,4,5,,,,
2023,Hampton,William & Mary,62,57,0,Regular Season,2023-02-03,Hampton,1,5,5,,,,
2023,SIUE,UT Martin,89,75,0,Regular Season,2023-02-03,SIUE,1,5,5,,,,
2023,San Diego,Portland,61,80,0,Regular Season,2023-02-03,San Diego,1,4,4,,,,
2023,Ohio State,Wisconsin,60,65,0,Regular Season,2023-02-03,Ohio State,1,4,5,,,,
2023,Arizona,Oregon,91,76,0,Regular Season,2023-02-03,Arizona,1,5,4,,,,
2023,Stetson,C Arkansas,99,80,0,Regular Season,2023-02-04,Stetson,1,0,0,,,,
2023,Little Rock,SIUE,81,84,0,Regular Season,2023-02-04,Little Rock,1,0,0,,,,
2023,St Francis BK,Stonehill,59,65,0,Regular Season,2023-02-04,St Francis BK,1,1,0,,,,
2023,W Carolina,Chattanooga,83,68,0,Regular Season,2023-02-04,W Carolina,1,1,1,,,,
2023,Loyola Chicago,George Mason,69,61,0,Regular Season,2023-02-04,Loyola Chicago,1,2,1,,,,
2023,Marquette,Butler,60,52,0,Regular Season,2023-02-04,Marquette,1,1,6,,,,
2023,UAB,FIU,76,72,0,Regular Season,2023-02-04,UAB,1,0,0,,,,
2023,UAlbany,Vermont,68,87,0,Regular Season,2023-02-04,UAlbany,1,2,6,,,,
2023,Princeton,Cornell,89,82,0,Regular Season,2023-02-04,Princeton,1,5,0,,,,
2023,Oklahoma St,TCU,79,73,0,Regular Season,2023-02-04,Oklahoma St,1,1,2,,,,
2023,Long Beach St,UC Irvine,93,88,0,Regular Season,2023-02-05,Long Beach St,1,1,1,,,,
2023,San Diego,LMU,87,79,0,Regular Season,2023-02-05,San Diego,1,1,1,,,,
2023,St Bonaventure,Dayton,68,59,0,Regular Season,2023-02-05,St Bonaventure,1,2,3,,,,
2023,Lamar,N'Western St,68,72,0,Regular Season,2023-02-05,Lamar,1,1,1,,,,
2023,USC,Washington,80,74,0,Regular Season,2023-02-05,USC,1,1,1,,,,
2023,Milwaukee,Green Bay,79,80,0,Regular Season,2023-02-07,Milwaukee,1,4,2,,,,
2023,Northeastern,Hofstra,53,72,0,Regular Season,2023-02-08,Northeastern,1,3,3,,,,
2023,Fresno St,San José St,70,62,0,Regular Season,2023-02-08,Fresno St,1,3,2,,,,
2023,Wake Forest,North Carolina,92,85,0,Regular Season,2023-02-08,Wake Forest,1,3,3,,,,
2023,St Francis BK,Wagner,64,62,0,Regular Season,2023-02-09,St Francis BK,1,4,4,,,,
2023,Utah State,San Diego St,61,63,0,Regular Season,2023-02-09,Utah State,1,3,4,,,,
2023,Villanova,DePaul,81,65,0,Regular Season,2023-02-09,Villanova,1,3,3,,,,
2023,Evansville,Northern Iowa,71,59,0,Regular Season,2023-02-09,Evansville,1,4,4,,,,
2023,North Alabama,Austin Peay,70,57,0,Regular Season,2023-02-10,North Alabama,1,4,5,,,,
2023,UC Riverside,UC Davis,72,65,0,Regular Season,2023-02-10,UC Riverside,1,4,6,,,,
2023,N Dakota St,Omaha,84,58,0,Regular Season,2023-02-10,N Dakota St,1,5,5,,,,
2023,Santa Clara,San Diego,80,75,0,Regular Season,2023-02-10,Santa Clara,1,4,4,,,,
2023,Incarnate Word,Lamar,59,68,0,Regular Season,2023-02-10,Incarnate Word,1,5,4,,,,
2023,Stanford,Arizona St,65,69,0,Regular Season,2023-02-10,Stanford,1,3,4,,,,
2023,Elon,William & Mary,66,55,0,Regular Season,2023-02-11,Elon,1,1,6,,,,
2023,W Illinois,Oral Roberts,73,82,0,Regular Season,2023-02-11,W Illinois,1,0,0,,,,
2023,FDU,C Connecticut,73,77,0,Regular Season,2023-02-11,FDU,1,0,1,,,,
2023,Winthrop,SC Upstate,70,79,0,Regular Season,2023-02-11,Winthrop,1,2,1,,,,
2023,Ole Miss,South Carolina,61,64,0,Regular Season,2023-02-11,Ole Miss,1,2,2,,,,
2023,Creighton,UConn,56,53,0,Regular Season,2023-02-11,Creighton,1,2,3,,,,
2023,North Texas,Charlotte,67,43,0,Regular Season,2023-02-11,North Texas,1,0,0,,,,
2023,Virginia,Duke,69,62,0,Regular Season,2023-02-11,Virginia,1,2,3,,,,
2023,Delaware St,Howard,85,86,0,Regular Season,2023-02-11,Delaware St,1,2,10,,,,
2023,Southern,Prairie View,79,65,0,Regular Season,2023-02-11,Southern,1,3,3,,,,
2023,UNC Wilmington,Northeastern,71,59,0,Regular Season,2023-02-12,UNC Wilmington,1,2,3,,,,
2023,San Francisco,Pepperdine,88,80,0,Regular Season,2023-02-12,San Francisco,1,1,1,,,,
2023,Ohio State,Michigan St,41,62,0,Regular Season,2023-02-12,Ohio State,1,1,3,,,,
2023,Miami,Louisville,93,85,0,Regular Season,2023-02-12,Miami,1,4,3,,,,
2023,Wichita St,SMU,91,89,0,Regular Season,2023-02-12,Wichita St,1,2,2,,,,
2023,Seton Hall,Georgetown,76,68,0,Regular Season,2023-02-14,Seton Hall,1,1,2,,,,
2023,Southern,Texas Southern,68,79,0,Regular Season,2023-02-14,Southern,1,2,2,,,,
2023,New Mexico,Wyoming,56,70,0,Regular Season,2023-02-15,New Mexico,1,3,2,,,,
2023,Pitt,Boston College,77,58,0,Regular Season,2023-02-15,Pitt,1,3,3,,,,
2023,Oakland,IU Indy,85,81,0,Regular Season,2023-02-16,Oakland,1,3,3,,,,
2023,CA Baptist,Seattle U,84,63,0,Regular Season,2023-02-16,CA Baptist,1,3,3,,,,
2023,Rhode Island,VCU,54,55,0,Regular Season,2023-02-16,Rhode Island,1,4,7,,,,
2023,Clemson,Florida St,94,54,0,Regular Season,2023-02-16,Clemson,1,4,4,,,,
2023,East Carolina,Cincinnati,75,71,0,Regular Season,2023-02-16,East Carolina,1,11,3,,,,
2023,Sacramento St,Weber St,49,52,0,Regular Season,2023-02-17,Sacramento St,1,4,4,,,,
2023,Morehead St,Tennessee St,74,64,0,Regular Season,2023-02-17,Morehead St,1,5,5,,,,
2023,BYU,Santa Clara,74,81,0,Regular Season,2023-02-17,BYU,1,4,4,,,,
2023,Nicholls,Texas A&M-CC,74,78,0,Regular Season,2023-02-17,Nicholls,1,5,5,,,,
2023,Washington St,Oregon St,80,62,0,Regular Season,2023-02-17,Washington St,1,4,5,,,,
2023,Idaho,N Arizona,50,72,0,Regular Season,2023-02-18,Idaho,1,0,0,,,,
2023,Morehead St,Lindenwood,71,58,0,Regular Season,2023-02-18,Morehead St,1,0,0,,,,
2023,Sacred Heart,Merrimack,55,67,0,Regular Season,2023-02-18,Sacred Heart,1,0,0,,,,
2023,Charleston So,Winthrop,67,75,0,Regular Season,2023-02-18,Charleston So,1,1,1,,,,
2023,VCU,Fordham,80,61,0,Regular Season,2023-02-18,VCU,1,1,1,,,,
2023,UConn,Seton Hall,64,55,0,Regular Season,2023-02-18,UConn,1,6,3,,,,
