slot,round_order,round_name,region,team_a,team_b,p_team_a,p_team_b,team_a_win_rate,is_locked,team_b_win_rate,winner
R3_MIDWEST_2,3,Sweet 16,MIDWEST,Wright St,Kentucky,0.031733802364169374,0.9682661976358306,0.9642857142857143,False,0.0357142857142857,Wright St
R3_MIDWEST_2,3,Sweet 16,MIDWEST,Wright St,Santa Clara,0.16072744954738905,0.839272550452611,1.0,False,0.0,Wright St
R3_SOUTH_1,3,Sweet 16,SOUTH,Clemson,McNeese,0.484906753684367,0.515093246315633,0.42857142857142855,False,0.5714285714285714,McNeese
R3_SOUTH_1,3,Sweet 16,SOUTH,Clemson,Nebraska,0.5892437881165186,0.4107562118834814,0.2916666666666667,False,0.7083333333333333,Nebraska
R3_SOUTH_1,3,Sweet 16,SOUTH,Clemson,Troy,0.38202269319467497,0.617977306805325,0.34782608695652173,False,0.6521739130434783,Troy
R3_SOUTH_1,3,Sweet 16,SOUTH,Clemson,Vanderbilt,0.21845803698335264,0.7815419630166474,0.8288770053475936,False,0.17112299465240643,Clemson
R3_SOUTH_1,3,Sweet 16,SOUTH,Florida,McNeese,0.9073809785854816,0.09261902141451839,0.9072978303747534,False,0.09270216962524658,Florida
R3_SOUTH_1,3,Sweet 16,SOUTH,Florida,Nebraska,0.9372210488883014,0.06277895111169851,0.9345454545454546,False,0.06545454545454543,Florida
R3_SOUTH_1,3,Sweet 16,SOUTH,Florida,Troy,0.8654702316254914,0.13452976837450858,0.8831058020477816,False,0.11689419795221845,Florida
R3_SOUTH_1,3,Sweet 16,SOUTH,Florida,Vanderbilt,0.7441753233871349,0.2558246766128651,0.7523328149300156,False,0.24766718506998442,Florida
R3_SOUTH_1,3,Sweet 16,SOUTH,Iowa,McNeese,0.2663684934491291,0.7336315065508708,0.7142857142857143,False,0.2857142857142857,Iowa
R3_SOUTH_1,3,Sweet 16,SOUTH,Iowa,Nebraska,0.35620022856694433,0.6437997714330557,1.0,False,0.0,Iowa
R3_SOUTH_1,3,Sweet 16,SOUTH,Iowa,Troy,0.19252181080372702,0.8074781891962731,0.2857142857142857,False,0.7142857142857143,Troy
R3_SOUTH_1,3,Sweet 16,SOUTH,Iowa,Vanderbilt,0.0973159440245165,0.9026840559754835,0.9459459459459459,False,0.05405405405405406,Iowa
R3_SOUTH_1,3,Sweet 16,SOUTH,Lehigh,McNeese,0.22890951347687669,0.7710904865231233,1.0,False,0.0,Lehigh
R3_SOUTH_1,3,Sweet 16,SOUTH,Lehigh,Nebraska,0.311471796318202,0.688528203681798,0.5,False,0.5,Lehigh
R3_SOUTH_1,3,Sweet 16,SOUTH,Lehigh,Troy,0.16313846176891295,0.8368615382310871,0.16666666666666666,False,0.8333333333333334,Troy
R3_SOUTH_1,3,Sweet 16,SOUTH,Lehigh,Vanderbilt,0.0810055429840674,0.9189944570159326,1.0,False,0.0,Lehigh
R3_SOUTH_1,3,Sweet 16,SOUTH,Prairie View,McNeese,0.2064359822281772,0.7935640177718227,0.6666666666666666,False,0.33333333333333337,Prairie View
R3_SOUTH_1,3,Sweet 16,SOUTH,Prairie View,Nebraska,0.2838766916860118,0.7161233083139882,0.6666666666666666,False,0.33333333333333337,Prairie View
R3_SOUTH_1,3,Sweet 16,SOUTH,Prairie View,Troy,0.14590032071525888,0.8540996792847411,0.25,False,0.75,Troy
R3_SOUTH_1,3,Sweet 16,SOUTH,Prairie View,Vanderbilt,0.0717024480910962,0.9282975519089038,1.0,False,0.0,Prairie View
R3_SOUTH_2,3,Sweet 16,SOUTH,Illinois,Houston,0.7201124318788898,0.27988756812111015,0.7305194805194806,False,0.26948051948051943,Illinois
R3_SOUTH_2,3,Sweet 16,SOUTH,Illinois,Idaho,0.9402257032593948,0.05977429674060519,0.9553571428571429,False,0.044642857142857095,Illinois
R3_SOUTH_2,3,Sweet 16,SOUTH,Illinois,Saint Mary's,0.7630650928941306,0.2369349071058694,0.7830985915492957,False,0.21690140845070427,Illinois
R3_SOUTH_2,3,Sweet 16,SOUTH,Illinois,Texas A&M,0.8273355476100486,0.17266445238995143,0.8333333333333334,False,0.16666666666666663,Illinois
R3_SOUTH_2,3,Sweet 16,SOUTH,North Carolina,Houston,0.276538427301209,0.723461572698791,0.7342342342342343,False,0.2657657657657657,North Carolina
R3_SOUTH_2,3,Sweet 16,SOUTH,North Carolina,Idaho,0.7003210610204794,0.2996789389795207,0.25,False,0.75,Idaho
R3_SOUTH_2,3,Sweet 16,SOUTH,North Carolina,Saint Mary's,0.32362567630249245,0.6763743236975075,0.453781512605042,False,0.546218487394958,Saint Mary's
R3_SOUTH_2,3,Sweet 16,SOUTH,North Carolina,Texas A&M,0.4158442639747979,0.5841557360252021,0.5066666666666667,False,0.4933333333333333,North Carolina
R3_SOUTH_2,3,Sweet 16,SOUTH,Penn,Houston,0.3505917773393827,0.6494082226606173,0.6417322834645669,False,0.3582677165354331,Penn
R3_SOUTH_2,3,Sweet 16,SOUTH,Penn,Idaho,0.7674710152232037,0.23252898477679626,0.14285714285714285,False,0.8571428571428572,Idaho
R3_SOUTH_2,3,Sweet 16,SOUTH,Penn,Saint Mary's,0.4032598807605081,0.5967401192394919,0.48175182481751827,False,0.5182481751824817,Saint Mary's
R3_SOUTH_2,3,Sweet 16,SOUTH,Penn,Texas A&M,0.5013504583307639,0.49864954166923614,0.5757575757575758,False,0.4242424242424242,Penn
R3_SOUTH_2,3,Sweet 16,SOUTH,VCU,Houston,0.2822916586297128,0.7177083413702872,0.6984126984126984,False,0.3015873015873016,VCU
R3_SOUTH_2,3,Sweet 16,SOUTH,VCU,Idaho,0.7062836337329262,0.29371636626707376,0.8,False,0.19999999999999996,VCU
R3_SOUTH_2,3,Sweet 16,SOUTH,VCU,Saint Mary's,0.32991180534608555,0.6700881946539144,0.3561643835616438,False,0.6438356164383562,Saint Mary's
R3_SOUTH_2,3,Sweet 16,SOUTH,VCU,Texas A&M,0.42280193572332425,0.5771980642766757,0.5060240963855421,False,0.49397590361445787,VCU
R3_WEST_1,3,Sweet 16,WEST,Arizona,Arkansas,0.6354924621251465,0.36450753787485346,0.6350626118067979,False,0.3649373881932021,Arizona
R3_WEST_1,3,Sweet 16,WEST,Arizona,Hawai'i,0.7859394147152762,0.21406058528472383,0.7569444444444444,False,0.24305555555555558,Arizona
R3_WEST_1,3,Sweet 16,WEST,Arizona,High Point,0.8885930753522815,0.11140692464771851,0.9428571428571428,False,0.05714285714285716,Arizona
R3_WEST_1,3,Sweet 16,WEST,Arizona,Wisconsin,0.3343054955766329,0.6656945044233671,0.33760136577037986,False,0.6623986342296202,Wisconsin
R3_WEST_1,3,Sweet 16,WEST,Long Island,Arkansas,0.2999558687567764,0.7000441312432236,0.7627118644067796,False,0.23728813559322037,Long Island
R3_WEST_1,3,Sweet 16,WEST,Long Island,Hawai'i,0.4743374719264301,0.5256625280735698,0.3870967741935484,False,0.6129032258064516,Hawai'i
R3_WEST_1,3,Sweet 16,WEST,Long Island,High Point,0.6621944692685219,0.33780553073147807,0.6666666666666666,False,0.33333333333333337,Long Island
R3_WEST_1,3,Sweet 16,WEST,Long Island,Wisconsin,0.10986345000545222,0.8901365499945478,0.9081967213114754,False,0.09180327868852456,Long Island
R3_WEST_1,3,Sweet 16,WEST,Utah State,Arkansas,0.27199039756128823,0.7280096024387117,0.7439024390243902,False,0.25609756097560976,Utah State
R3_WEST_1,3,Sweet 16,WEST,Utah State,Hawai'i,0.44034060433322997,0.55965939566677,0.2777777777777778,False,0.7222222222222222,Hawai'i
R3_WEST_1,3,Sweet 16,WEST,Utah State,High Point,0.6308929387909291,0.3691070612090709,1.0,False,0.0,Utah State
R3_WEST_1,3,Sweet 16,WEST,Utah State,Wisconsin,0.09716088965063245,0.9028391103493677,0.0696969696969697,False,0.9303030303030303,Wisconsin
R3_WEST_1,3,Sweet 16,WEST,Villanova,Arkansas,0.3838768444409053,0.6161231555590947,0.37037037037037035,False,0.6296296296296297,Arkansas
R3_WEST_1,3,Sweet 16,WEST,Villanova,Hawai'i,0.5674961014613551,0.4325038985386449,0.6444444444444445,False,0.3555555555555555,Villanova
R3_WEST_1,3,Sweet 16,WEST,Villanova,High Point,0.7402891249620368,0.2597108750379632,0.9090909090909091,False,0.09090909090909094,Villanova
R3_WEST_1,3,Sweet 16,WEST,Villanova,Wisconsin,0.15216072544090467,0.8478392745590954,0.8508014796547472,False,0.14919852034525283,Villanova
R3_WEST_2,3,Sweet 16,WEST,BYU,Miami,0.5815210444433128,0.4184789555566873,0.45,False,0.55,Miami
R3_WEST_2,3,Sweet 16,WEST,BYU,Missouri,0.18110714680691492,0.818892853193085,0.8174807197943444,False,0.18251928020565555,BYU
R3_WEST_2,3,Sweet 16,WEST,BYU,Purdue,0.17330067693157314,0.8266993230684269,0.835,False,0.16500000000000004,BYU
R3_WEST_2,3,Sweet 16,WEST,BYU,Queens,0.6160718916485173,0.3839281083514827,0.7368421052631579,False,0.26315789473684215,BYU
R3_WEST_2,3,Sweet 16,WEST,Gonzaga,Miami,0.5732231159314449,0.4267768840685551,0.5517241379310345,False,0.4482758620689655,Gonzaga
R3_WEST_2,3,Sweet 16,WEST,Gonzaga,Missouri,0.17611825791124186,0.8238817420887582,0.8072562358276644,False,0.19274376417233563,Gonzaga
R3_WEST_2,3,Sweet 16,WEST,Gonzaga,Purdue,0.16848258621601434,0.8315174137839857,0.19753086419753085,False,0.8024691358024691,Purdue
R3_WEST_2,3,Sweet 16,WEST,Gonzaga,Queens,0.607997238314274,0.392002761685726,0.7692307692307693,False,0.23076923076923073,Gonzaga
R3_WEST_2,3,Sweet 16,WEST,Kennesaw St,Miami,0.4704157994450839,0.5295842005549161,0.5555555555555556,False,0.4444444444444444,Kennesaw St
R3_WEST_2,3,Sweet 16,WEST,Kennesaw St,Missouri,0.12386150108591715,0.8761384989140828,0.8675213675213675,False,0.13247863247863245,Kennesaw St
R3_WEST_2,3,Sweet 16,WEST,Kennesaw St,Purdue,0.11816649157409798,0.881833508425902,0.9153225806451613,False,0.08467741935483875,Kennesaw St
R3_WEST_2,3,Sweet 16,WEST,Kennesaw St,Queens,0.5063528082745611,0.49364719172543897,0.3333333333333333,False,0.6666666666666667,Queens
R3_WEST_2,3,Sweet 16,WEST,NC State,Miami,0.8154300213719883,0.18456997862801172,0.8,False,0.19999999999999996,NC State
R3_WEST_2,3,Sweet 16,WEST,NC State,Missouri,0.4128495010434719,0.5871504989565282,0.4105263157894737,False,0.5894736842105264,Missouri
R3_WEST_2,3,Sweet 16,WEST,NC State,Purdue,0.39993244855001703,0.600067551449983,0.5750773993808049,False,0.42492260061919507,NC State
R3_WEST_2,3,Sweet 16,WEST,NC State,Queens,0.8361113709256821,0.1638886290743179,0.7959183673469388,False,0.20408163265306123,NC State
R3_WEST_2,3,Sweet 16,WEST,Texas,Missouri,0.08826232055311935,0.9117376794468807,0.8461538461538461,False,0.15384615384615385,Texas
R3_WEST_2,3,Sweet 16,WEST,Texas,Purdue,0.08404710294633866,0.9159528970536613,0.9285714285714286,False,0.0714285714285714,Texas
R4_EAST_1,4,Elite Eight,EAST,CA Baptist,Furman,0.8148658297512835,0.18513417024871648,0.8064516129032258,False,0.19354838709677424,CA Baptist
R4_EAST_1,4,Elite Eight,EAST,CA Baptist,Louisville,0.7538526548351575,0.2461473451648425,0.7983193277310925,False,0.2016806722689075,CA Baptist
R4_EAST_1,4,Elite Eight,EAST,CA Baptist,Michigan St,0.5363717553128757,0.46362824468712427,0.5716981132075472,False,0.42830188679245285,CA Baptist
R4_EAST_1,4,Elite Eight,EAST,CA Baptist,N Dakota St,0.7743340389111668,0.2256659610888332,0.84375,False,0.15625,CA Baptist
R4_EAST_1,4,Elite Eight,EAST,CA Baptist,South Florida,0.8363278590647332,0.16367214093526683,0.9375,False,0.0625,CA Baptist
R4_EAST_1,4,Elite Eight,EAST,CA Baptist,UCF,0.5989274329954836,0.40107256700451643,0.6164874551971327,False,0.38351254480286734,CA Baptist
R4_EAST_1,4,Elite Eight,EAST,CA Baptist,UCLA,0.5723140786021652,0.42768592139783485,0.41896024464831805,False,0.581039755351682,UCLA
R4_EAST_1,4,Elite Eight,EAST,CA Baptist,UConn,0.6868102583230254,0.31318974167697455,0.6896551724137931,False,0.31034482758620685,CA Baptist
R4_EAST_1,4,Elite Eight,EAST,Duke,Furman,0.712018012172588,0.287981987827412,0.8095238095238095,False,0.19047619047619047,Duke
R4_EAST_1,4,Elite Eight,EAST,Duke,Louisville,0.6324005815745972,0.3675994184254028,0.6716417910447762,False,0.32835820895522383,Duke
R4_EAST_1,4,Elite Eight,EAST,Duke,Michigan St,0.39388925305501576,0.6061107469449842,0.3902439024390244,False,0.6097560975609756,Michigan St
R4_EAST_1,4,Elite Eight,EAST,Duke,N Dakota St,0.6584085277541383,0.3415914722458617,0.4,False,0.6,N Dakota St
R4_EAST_1,4,Elite Eight,EAST,Duke,South Florida,0.7416223797513368,0.2583776202486632,0.95,False,0.050000000000000044,Duke
R4_EAST_1,4,Elite Eight,EAST,Duke,UCF,0.4561778951590571,0.543822104840943,0.45806451612903226,False,0.5419354838709678,UCF
R4_EAST_1,4,Elite Eight,EAST,Duke,UCLA,0.4291209474894136,0.5708790525105863,0.5757575757575758,False,0.4242424242424242,Duke
R4_EAST_1,4,Elite Eight,EAST,Duke,UConn,0.551939819139073,0.448060180860927,0.5833333333333334,False,0.41666666666666663,Duke
R4_EAST_1,4,Elite Eight,EAST,Kansas,Furman,0.7149125154848647,0.2850874845151353,0.5833333333333334,False,0.41666666666666663,Kansas
R4_EAST_1,4,Elite Eight,EAST,Kansas,Louisville,0.6356858676867826,0.3643141323132174,0.3191489361702128,False,0.6808510638297872,Louisville
R4_EAST_1,4,Elite Eight,EAST,Kansas,Michigan St,0.3972745640362835,0.6027254359637165,0.6282722513089005,False,0.3717277486910995,Kansas
R4_EAST_1,4,Elite Eight,EAST,Kansas,N Dakota St,0.6615857602432552,0.3384142397567448,0.34782608695652173,False,0.6521739130434783,N Dakota St
R4_EAST_1,4,Elite Eight,EAST,Kansas,South Florida,0.7443261763168826,0.2556738236831174,0.6666666666666666,False,0.33333333333333337,Kansas
R4_EAST_1,4,Elite Eight,EAST,Kansas,UCF,0.4596925293375198,0.5403074706624802,0.49572649572649574,False,0.5042735042735043,UCF
R4_EAST_1,4,Elite Eight,EAST,Kansas,UCLA,0.43259294468212783,0.5674070553178722,0.35714285714285715,False,0.6428571428571428,UCLA
R4_EAST_1,4,Elite Eight,EAST,Kansas,UConn,0.5554386931621037,0.44456130683789635,0.5277777777777778,False,0.4722222222222222,Kansas
R4_EAST_1,4,Elite Eight,EAST,Northern Iowa,Furman,0.4371025230772909,0.5628974769227091,1.0,False,0.0,Northern Iowa
R4_EAST_1,4,Elite Eight,EAST,Northern Iowa,Louisville,0.35078150380897605,0.6492184961910239,1.0,False,0.0,Northern Iowa
R4_EAST_1,4,Elite Eight,EAST,Northern Iowa,Michigan St,0.1695066246022187,0.8304933753977813,0.17391304347826086,False,0.8260869565217391,Michigan St
R4_EAST_1,4,Elite Eight,EAST,Northern Iowa,N Dakota St,0.37708841569544704,0.622911584304553,0.5,False,0.5,Northern Iowa
R4_EAST_1,4,Elite Eight,EAST,Northern Iowa,South Florida,0.4740939746505421,0.5259060253494579,1.0,False,0.0,Northern Iowa
R4_EAST_1,4,Elite Eight,EAST,Northern Iowa,UCF,0.2085192268942497,0.7914807731057503,0.9333333333333333,False,0.06666666666666665,Northern Iowa
R4_EAST_1,4,Elite Eight,EAST,Northern Iowa,UCLA,0.1909925704736001,0.8090074295263999,0.8571428571428571,False,0.1428571428571429,Northern Iowa
R4_EAST_1,4,Elite Eight,EAST,Northern Iowa,UConn,0.2789605358524272,0.7210394641475727,0.25,False,0.75,UConn
R4_EAST_1,4,Elite Eight,EAST,Ohio State,Furman,0.6589932788543599,0.3410067211456401,0.46153846153846156,False,0.5384615384615384,Furman
R4_EAST_1,4,Elite Eight,EAST,Ohio State,Louisville,0.5734974371052218,0.42650256289477817,0.4117647058823529,False,0.5882352941176471,Louisville
R4_EAST_1,4,Elite Eight,EAST,Ohio State,Michigan St,0.33684473326806547,0.6631552667319346,0.3263157894736842,False,0.6736842105263158,Michigan St
R4_EAST_1,4,Elite Eight,EAST,Ohio State,N Dakota St,0.6010437532783004,0.3989562467216996,0.5833333333333334,False,0.41666666666666663,Ohio State
R4_EAST_1,4,Elite Eight,EAST,Ohio State,South Florida,0.6916882511480377,0.30831174885196233,0.5714285714285714,False,0.4285714285714286,Ohio State
R4_EAST_1,4,Elite Eight,EAST,Ohio State,UCF,0.3960063469901127,0.6039936530098873,0.43859649122807015,False,0.5614035087719298,UCF
R4_EAST_1,4,Elite Eight,EAST,Ohio State,UCLA,0.37008954439180014,0.6299104556081998,0.373015873015873,False,0.626984126984127,UCLA
R4_EAST_1,4,Elite Eight,EAST,Ohio State,UConn,0.4905304665570539,0.5094695334429461,0.5263157894736842,False,0.4736842105263158,Ohio State
R4_EAST_1,4,Elite Eight,EAST,Siena,Furman,0.6094957837121947,0.3905042162878053,0.8571428571428571,False,0.1428571428571429,Siena
R4_EAST_1,4,Elite Eight,EAST,Siena,Louisville,0.5206176044771194,0.4793823955228807,0.6071428571428571,False,0.3928571428571429,Siena
R4_EAST_1,4,Elite Eight,EAST,Siena,Michigan St,0.29090248618386705,0.7090975138161328,0.3103448275862069,False,0.6896551724137931,Michigan St
R4_EAST_1,4,Elite Eight,EAST,Siena,N Dakota St,0.5488927858231317,0.45110721417686833,0.5833333333333334,False,0.41666666666666663,Siena
R4_EAST_1,4,Elite Eight,EAST,Siena,South Florida,0.6443754523729416,0.3556245476270584,0.5555555555555556,False,0.4444444444444444,Siena
R4_EAST_1,4,Elite Eight,EAST,Siena,UCF,0.3462075865687274,0.6537924134312726,0.7192982456140351,False,0.2807017543859649,Siena
R4_EAST_1,4,Elite Eight,EAST,Siena,UCLA,0.3218134057634102,0.6781865942365898,0.7560975609756098,False,0.24390243902439024,Siena
R4_EAST_1,4,Elite Eight,EAST,Siena,UConn,0.43745419790312357,0.5625458020968765,0.425,False,0.575,UConn
R4_EAST_1,4,Elite Eight,EAST,St John's,Furman,0.6777717577943916,0.3222282422056084,0.8333333333333334,False,0.16666666666666663,St John's
R4_EAST_1,4,Elite Eight,EAST,St John's,Louisville,0.5940839834109365,0.4059160165890635,0.6071428571428571,False,0.3928571428571429,St John's
R4_EAST_1,4,Elite Eight,EAST,St John's,Michigan St,0.35602757126501305,0.643972428734987,0.3463035019455253,False,0.6536964980544747,Michigan St
R4_EAST_1,4,Elite Eight,EAST,St John's,N Dakota St,0.6211789560904617,0.3788210439095383,0.75,False,0.25,St John's
R4_EAST_1,4,Elite Eight,EAST,St John's,South Florida,0.7094600766595761,0.2905399233404239,0.7058823529411765,False,0.2941176470588235,St John's
R4_EAST_1,4,Elite Eight,EAST,St John's,UCF,0.4164426127541266,0.5835573872458735,0.5984848484848485,False,0.4015151515151515,St John's
R4_EAST_1,4,Elite Eight,EAST,St John's,UCLA,0.3900520662310105,0.6099479337689895,0.3790849673202614,False,0.6209150326797386,UCLA
R4_EAST_1,4,Elite Eight,EAST,St John's,UConn,0.5117120216866422,0.4882879783133578,0.4222222222222222,False,0.5777777777777777,UConn
R4_EAST_1,4,Elite Eight,EAST,TCU,Furman,0.544348633715011,0.45565136628498903,0.5714285714285714,False,0.4285714285714286,TCU
R4_EAST_1,4,Elite Eight,EAST,TCU,Louisville,0.45392753556016474,0.5460724644398353,0.5294117647058824,False,0.47058823529411764,TCU
R4_EAST_1,4,Elite Eight,EAST,TCU,Michigan St,0.23896972605122746,0.7610302739487725,0.8767123287671232,False,0.12328767123287676,TCU
R4_EAST_1,4,Elite Eight,EAST,TCU,N Dakota St,0.48222418819054325,0.5177758118094568,0.7142857142857143,False,0.2857142857142857,TCU
R4_EAST_1,4,Elite Eight,EAST,TCU,South Florida,0.5810474370031055,0.41895256299689454,0.5,False,0.5,TCU
R4_EAST_1,4,Elite Eight,EAST,TCU,UCF,0.2884174227829715,0.7115825772170286,0.2777777777777778,False,0.7222222222222222,UCF
R4_EAST_1,4,Elite Eight,EAST,TCU,UCLA,0.266435782966864,0.733564217033136,0.7894736842105263,False,0.21052631578947367,TCU
R4_EAST_1,4,Elite Eight,EAST,TCU,UConn,0.3731254223504328,0.6268745776495672,0.55,False,0.44999999999999996,TCU
R4_MIDWEST_1,4,Elite Eight,MIDWEST,Akron,Iowa State,0.20417127937253796,0.795828720627462,1.0,False,0.0,Akron
R4_MIDWEST_1,4,Elite Eight,MIDWEST,Akron,Kentucky,0.03962160673070725,0.9603783932692928,1.0,False,0.0,Akron
R4_MIDWEST_1,4,Elite Eight,MIDWEST,Akron,Miami OH,0.10460235205229657,0.8953976479477035,1.0,False,0.0,Akron
R4_MIDWEST_1,4,Elite Eight,MIDWEST,Akron,Tennessee,0.10147188266979841,0.8985281173302015,1.0,False,0.0,Akron
R4_MIDWEST_1,4,Elite Eight,MIDWEST,Akron,Virginia,0.12436984804486026,0.8756301519551397,1.0,False,0.0,Akron
R4_MIDWEST_1,4,Elite Eight,MIDWEST,Alabama,Iowa State,0.5915118521368576,0.40848814786314236,0.55,False,0.44999999999999996,Alabama
R4_MIDWEST_1,4,Elite Eight,MIDWEST,Alabama,Kentucky,0.1888792194566626,0.8111207805433374,0.8262295081967214,False,0.17377049180327864,Alabama
R4_MIDWEST_1,4,Elite Eight,MIDWEST,Alabama,Miami OH,0.39736455297942047,0.6026354470205795,0.7575757575757576,False,0.24242424242424243,Alabama
R4_MIDWEST_1,4,Elite Eight,MIDWEST,Alabama,SMU,0.5017640555286401,0.4982359444713599,0.6923076923076923,False,0.3076923076923077,Alabama
R4_MIDWEST_1,4,Elite Eight,MIDWEST,Alabama,Santa Clara,0.5763945595068044,0.4236054404931956,0.47058823529411764,False,0.5294117647058824,Santa Clara
R4_MIDWEST_1,4,Elite Eight,MIDWEST,Alabama,Tennessee,0.38928166763348065,0.6107183323665193,0.6,False,0.4,Alabama
R4_MIDWEST_1,4,Elite Eight,MIDWEST,Alabama,Tennessee St,0.6874680033455655,0.31253199665443454,0.4,False,0.6,Tennessee St
R4_MIDWEST_1,4,Elite Eight,MIDWEST,Alabama,Virginia,0.44496378497659334,0.5550362150234067,0.5066666666666667,False,0.4933333333333333,Alabama
R4_MIDWEST_1,4,Elite Eight,MIDWEST,Georgia,Iowa State,0.6344529062464433,0.36554709375355665,0.71875,False,0.28125,Georgia
R4_MIDWEST_1,4,Elite Eight,MIDWEST,Georgia,Kentucky,0.2182045706078682,0.7817954293921319,0.8036951501154734,False,0.19630484988452657,Georgia
R4_MIDWEST_1,4,Elite Eight,MIDWEST,Georgia,Miami OH,0.4414426474058826,0.5585573525941174,0.45901639344262296,False,0.540983606557377,Miami OH
R4_MIDWEST_1,4,Elite Eight,MIDWEST,Georgia,SMU,0.5469129491116063,0.4530870508883938,0.6842105263157895,False,0.3157894736842105,Georgia
R4_MIDWEST_1,4,Elite Eight,MIDWEST,Georgia,Santa Clara,0.6199036034250001,0.38009639657499994,0.5,False,0.5,Georgia
R4_MIDWEST_1,4,Elite Eight,MIDWEST,Georgia,Tennessee,0.4331075379265315,0.5668924620734686,0.391304347826087,False,0.6086956521739131,Tennessee
R4_MIDWEST_1,4,Elite Eight,MIDWEST,Georgia,Tennessee St,0.7250113644459781,0.27498863555402187,0.6,False,0.4,Georgia
R4_MIDWEST_1,4,Elite Eight,MIDWEST,Georgia,Virginia,0.4900284864123596,0.5099715135876404,0.45528455284552843,False,0.5447154471544715,Virginia
R4_MIDWEST_1,4,Elite Eight,MIDWEST,Hofstra,Iowa State,0.41439159301440603,0.585608406985594,1.0,False,0.0,Hofstra
R4_MIDWEST_1,4,Elite Eight,MIDWEST,Hofstra,Kentucky,0.10216767939176595,0.897832320608234,0.9206349206349206,False,0.07936507936507942,Hofstra
R4_MIDWEST_1,4,Elite Eight,MIDWEST,Hofstra,Miami OH,0.243696886444367,0.7563031135556331,0.5,False,0.5,Hofstra
R4_MIDWEST_1,4,Elite Eight,MIDWEST,Hofstra,SMU,0.329819292151541,0.670180707848459,0.25,False,0.75,SMU
R4_MIDWEST_1,4,Elite Eight,MIDWEST,Hofstra,Santa Clara,0.39937528476209666,0.6006247152379034,0.5,False,0.5,Hofstra
R4_MIDWEST_1,4,Elite Eight,MIDWEST,Hofstra,Tennessee,0.23750786931013276,0.7624921306898671,0.8695652173913043,False,0.13043478260869568,Hofstra
R4_MIDWEST_1,4,Elite Eight,MIDWEST,Hofstra,Tennessee St,0.5180545716545822,0.48194542834541776,1.0,False,0.0,Hofstra
R4_MIDWEST_1,4,Elite Eight,MIDWEST,Hofstra,Virginia,0.2814866623293678,0.7185133376706322,0.375,False,0.625,Virginia
R4_MIDWEST_1,4,Elite Eight,MIDWEST,Howard,Kentucky,0.055420999306027376,0.9445790006939726,1.0,False,0.0,Howard
R4_MIDWEST_1,4,Elite Eight,MIDWEST,Howard,Miami OH,0.14246937058369497,0.857530629416305,1.0,False,0.0,Howard
R4_MIDWEST_1,4,Elite Eight,MIDWEST,Howard,SMU,0.20239128071333867,0.7976087192866613,1.0,False,0.0,Howard
R4_MIDWEST_1,4,Elite Eight,MIDWEST,Howard,Tennessee,0.13838078379988908,0.861619216200111,0.5,False,0.5,Howard
R4_MIDWEST_1,4,Elite Eight,MIDWEST,Howard,Virginia,0.168049828968593,0.831950171031407,1.0,False,0.0,Howard
R4_MIDWEST_1,4,Elite Eight,MIDWEST,Michigan,Iowa State,0.7034732539273914,0.29652674607260865,0.2549019607843137,False,0.7450980392156863,Iowa State
R4_MIDWEST_1,4,Elite Eight,MIDWEST,Michigan,Kentucky,0.276150879108468,0.7238491208915321,0.693717277486911,False,0.30628272251308897,Michigan
R4_MIDWEST_1,4,Elite Eight,MIDWEST,Michigan,Miami OH,0.5192942387847085,0.48070576121529157,0.43956043956043955,False,0.5604395604395604,Miami OH
R4_MIDWEST_1,4,Elite Eight,MIDWEST,Michigan,SMU,0.6226308374914871,0.37736916250851293,0.8148148148148148,False,0.18518518518518523,Michigan
R4_MIDWEST_1,4,Elite Eight,MIDWEST,Michigan,Santa Clara,0.6903302254851605,0.30966977451483946,0.7037037037037037,False,0.2962962962962963,Michigan
R4_MIDWEST_1,4,Elite Eight,MIDWEST,Michigan,Tennessee,0.5108335344284498,0.4891664655715502,0.4175824175824176,False,0.5824175824175823,Tennessee
R4_MIDWEST_1,4,Elite Eight,MIDWEST,Michigan,Tennessee St,0.7827869764652508,0.21721302353474925,0.8,False,0.19999999999999996,Michigan
R4_MIDWEST_1,4,Elite Eight,MIDWEST,Michigan,Virginia,0.5677392247008951,0.4322607752991049,0.4,False,0.6,Virginia
R4_MIDWEST_1,4,Elite Eight,MIDWEST,Michigan,Wright St,0.920889104985051,0.07911089501494895,1.0,False,0.0,Michigan
R4_MIDWEST_1,4,Elite Eight,MIDWEST,Saint Louis,Iowa State,0.3225226700979657,0.6774773299020342,1.0,False,0.0,Saint Louis
R4_MIDWEST_1,4,Elite Eight,MIDWEST,Saint Louis,Kentucky,0.07111209112233666,0.9288879088776634,1.0,False,0.0,Saint Louis
R4_MIDWEST_1,4,Elite Eight,MIDWEST,Saint Louis,Miami OH,0.17815764319575075,0.8218423568042492,1.0,False,0.0,Saint Louis
R4_MIDWEST_1,4,Elite Eight,MIDWEST,Saint Louis,SMU,0.24873596204988863,0.7512640379501114,1.0,False,0.0,Saint Louis
R4_MIDWEST_1,4,Elite Eight,MIDWEST,Saint Louis,Santa Clara,0.30907837387949877,0.6909216261205012,1.0,False,0.0,Saint Louis
R4_MIDWEST_1,4,Elite Eight,MIDWEST,Saint Louis,Tennessee,0.17325179553762426,0.8267482044623758,0.6,False,0.4,Saint Louis
