season,team_a,team_b,score_a,score_b,neutral_site,round_name,game_date,home_team,home_edge_a,rest_days_a,rest_days_b,market_prob_a,market_spread_a,moneyline_a,moneyline_b
2024,C Arkansas,W Illinois,54,65,0,Regular Season,2023-12-20,C Arkansas,1,9,0,,,,
2024,Memphis,Virginia,77,54,0,Regular Season,2023-12-20,Memphis,1,3,3,,,,
2024,Michigan,Florida,101,106,1,Jumpman Invitational presented by Novant Health,2023-12-20,,0,3,4,,,,
2024,UCLA,CSU Northridge,72,76,0,Regular Season,2023-12-20,UCLA,1,3,7,,,,
2024,Maryland,Nicholls,73,67,0,Regular Season,2023-12-20,Maryland,1,6,10,,,,
2024,Missouri St,Lindenwood,79,57,0,Regular Season,2023-12-20,Missouri St,1,3,3,,,,
2024,UAlbany,Sacred Heart,93,79,0,Regular Season,2023-12-20,UAlbany,1,3,3,,,,
2024,Montana St,Southern Utah,89,88,0,Regular Season,2023-12-20,Montana St,1,2,3,,,,
2024,California,UC San Diego,71,67,0,Regular Season,2023-12-20,California,1,2,0,,,,
2024,James Madison,Coppin St,87,48,0,Regular Season,2023-12-20,James Madison,1,3,6,,,,
2024,Mercer,Queens,84,65,0,Regular Season,2023-12-20,Mercer,1,3,5,,,,
2024,Cincinnati,Merrimack,65,49,0,Regular Season,2023-12-20,Cincinnati,1,2,9,,,,
2024,Vanderbilt,W Carolina,62,63,0,Regular Season,2023-12-20,Vanderbilt,1,2,3,,,,
2024,Florida St,North Florida,91,75,0,Regular Season,2023-12-20,Florida St,1,2,3,,,,
2024,Saint Mary's,MTSU,71,34,0,Regular Season,2023-12-20,Saint Mary's,1,2,9,,,,
2024,Wright St,Miami OH,92,82,0,Regular Season,2023-12-20,Wright St,1,6,10,,,,
2024,George Mason,Bridgewater VA,84,60,0,Regular Season,2023-12-20,George Mason,1,3,3,,,,
2024,NC Central,Longwood,79,70,0,Regular Season,2023-12-20,NC Central,1,3,2,,,,
2024,Ole Miss,Troy,74,53,0,Regular Season,2023-12-20,Ole Miss,1,2,6,,,,
2024,SMU,Hou Christian,89,53,0,Regular Season,2023-12-20,SMU,1,2,2,,,,
2024,C Connecticut,Northeastern,74,79,0,Regular Season,2023-12-20,C Connecticut,1,3,3,,,,
2024,South Carolina,Winthrop,72,62,0,Regular Season,2023-12-20,South Carolina,1,3,2,,,,
2024,Kennesaw St,Brescia,91,59,0,Regular Season,2023-12-20,Kennesaw St,1,3,12,,,,
2024,Lipscomb,Bryan (TN),101,55,0,Regular Season,2023-12-20,Lipscomb,1,3,,,,,
2024,Furman,Presbyterian,76,61,0,Regular Season,2023-12-20,Furman,1,4,3,,,,
2024,Siena,Cornell,74,95,0,Regular Season,2023-12-20,Siena,1,10,12,,,,
2024,Drake,Alcorn St,92,55,0,Regular Season,2023-12-20,Drake,1,4,2,,,,
2024,Indiana St,Tennessee St,90,69,0,Regular Season,2023-12-20,Indiana St,1,3,3,,,,
2024,Chattanooga,Gardner-Webb,69,66,0,Regular Season,2023-12-20,Chattanooga,1,2,3,,,,
2024,High Point,UNC Greensboro,74,63,0,Regular Season,2023-12-20,High Point,1,3,2,,,,
2024,Oklahoma St,Wofford,76,70,0,Regular Season,2023-12-20,Oklahoma St,1,2,2,,,,
2024,Oral Roberts,John Brown,71,59,0,Regular Season,2023-12-20,Oral Roberts,1,2,12,,,,
2024,CA Baptist,Western KY,70,73,0,Regular Season,2023-12-20,CA Baptist,1,2,3,,,,
2024,S Illinois,N Dakota St,76,63,0,Regular Season,2023-12-20,S Illinois,1,2,2,,,,
2024,Loyola Chicago,Charleston So,72,59,0,Regular Season,2023-12-20,Loyola Chicago,1,3,3,,,,
2024,UC Davis,Montana,61,73,0,Regular Season,2023-12-20,UC Davis,1,3,2,,,,
2024,San Diego St,St Kath,91,57,0,Regular Season,2023-12-20,San Diego St,1,9,12,,,,
2024,So Indiana,St. Francis IL,79,47,0,Regular Season,2023-12-20,So Indiana,1,10,12,,,,
2024,Providence,Marquette,72,57,0,Regular Season,2023-12-20,Providence,1,3,4,,,,
2024,Bakersfield,South Dakota,96,76,0,Regular Season,2023-12-20,Bakersfield,1,3,2,,,,
2024,Long Beach St,CS D Hills,107,78,0,Regular Season,2023-12-20,Long Beach St,1,9,,,,,
2024,Alabama St,USC,59,79,0,Regular Season,2023-12-20,Alabama St,1,5,2,,,,
2024,FIU,Stetson,68,80,0,Regular Season,2023-12-20,FIU,1,3,2,,,,
2024,C Michigan,Davenport,90,66,0,Regular Season,2023-12-20,C Michigan,1,10,,,,,
2024,N'Western St,Southern NO,99,75,0,Regular Season,2023-12-20,N'Western St,1,3,6,,,,
2024,SF Austin,New Mexico St,75,72,0,Regular Season,2023-12-20,SF Austin,1,10,3,,,,
2024,UT Martin,William Woods,78,75,0,Regular Season,2023-12-20,UT Martin,1,0,,,,,
2024,Tulsa,Miss Valley St,79,50,0,Regular Season,2023-12-20,Tulsa,1,3,7,,,,
2024,Rhode Island,New Hampshire,71,81,0,Regular Season,2023-12-21,Rhode Island,1,4,8,,,,
2024,Chicago St,Bethune,55,54,0,Regular Season,2023-12-21,Chicago St,1,1,3,,,,
2024,Nebraska,North Dakota,83,75,0,Regular Season,2023-12-21,Nebraska,1,3,3,,,,
2024,Fullerton,Pacific,67,56,0,Regular Season,2023-12-21,Fullerton,1,3,1,,,,
2024,West Virginia,Radford,65,66,0,Regular Season,2023-12-21,West Virginia,1,4,4,,,,
2024,Tennessee,Tarleton St,65,46,0,Regular Season,2023-12-21,Tennessee,1,3,1,,,,
2024,Belmont,Arkansas St,74,70,0,Regular Season,2023-12-21,Belmont,1,4,6,,,,
2024,Duke,Baylor,78,70,1,Regular Season,2023-12-21,,0,7,4,,,,
2024,Dayton,Oakland,91,67,0,Regular Season,2023-12-21,Dayton,1,3,1,,,,
2024,Pitt,Purdue FW,62,48,0,Regular Season,2023-12-21,Pitt,1,4,3,,,,
2024,Ohio State,New Orleans,78,36,0,Regular Season,2023-12-21,Ohio State,1,4,5,,,,
2024,Purdue,Jacksonville,100,57,0,Regular Season,2023-12-21,Purdue,1,4,2,,,,
2024,Lafayette,Quinnipiac,60,78,0,Regular Season,2023-12-21,Lafayette,1,11,1,,,,
2024,Toledo,Vermont,60,86,0,Regular Season,2023-12-21,Toledo,1,6,4,,,,
2024,UIC,Incarnate Word,66,67,0,Regular Season,2023-12-21,UIC,1,4,7,,,,
2024,Sacred Heart,Dartmouth,67,57,0,Regular Season,2023-12-21,Sacred Heart,1,0,1,,,,
2024,Oklahoma,North Carolina,69,81,1,Jumpman Invitational presented by Novant Health,2023-12-21,,0,3,4,,,,
2024,San José St,Santa Clara,81,78,0,Regular Season,2023-12-21,San José St,1,3,4,,,,
2024,G Washington,Alcorn St,79,75,0,Regular Season,2023-12-21,G Washington,1,7,0,,,,
2024,Wake Forest,Presbyterian,91,68,0,Regular Season,2023-12-21,Wake Forest,1,1,0,,,,
2024,Temple,Nevada,56,80,1,Hawaiian Airlines Diamond Head Classic,2023-12-21,,0,4,2,,,,
2024,Old Dominion,TCU,87,111,1,Hawaiian Airlines Diamond Head Classic,2023-12-21,,0,10,3,,,,
2024,E Michigan,Hampton,72,69,0,Regular Season,2023-12-21,E Michigan,1,4,1,,,,
2024,S Dakota St,Wyoming,65,78,1,Sun Bowl Invitational,2023-12-21,,0,5,3,,,,
2024,UTEP,Norfolk St,67,65,0,Sun Bowl Invitational,2023-12-21,UTEP,1,3,1,,,,
2024,Arizona St,Northwestern,46,65,1,Hall of Fame Series - Phoenix,2023-12-21,,0,3,4,,,,
2024,Coastal,NC A&T,82,85,0,Regular Season,2023-12-21,Coastal,1,2,2,,,,
2024,Harvard,Holy Cross,74,72,0,Regular Season,2023-12-21,Harvard,1,11,1,,,,
2024,Cleveland St,W Michigan,90,77,0,Regular Season,2023-12-21,Cleveland St,1,4,4,,,,
2024,ETSU,Kansas City,70,57,0,Regular Season,2023-12-21,ETSU,1,4,4,,,,
2024,Iowa,UMBC,103,81,0,Regular Season,2023-12-21,Iowa,1,4,7,,,,
2024,NC State,Saint Louis,82,70,0,Regular Season,2023-12-21,NC State,1,3,3,,,,
2024,East Carolina,Delaware St,79,50,0,Regular Season,2023-12-21,East Carolina,1,5,1,,,,
2024,Monmouth,Manhattan,77,71,0,Regular Season,2023-12-21,Monmouth,1,4,11,,,,
2024,Youngstown St,Navy,75,65,0,Regular Season,2023-12-21,Youngstown St,1,2,3,,,,
2024,W Carolina,Brescia,85,47,0,Regular Season,2023-12-21,W Carolina,1,0,0,,,,
2024,Gonzaga,Jackson St,100,76,0,Regular Season,2023-12-21,Gonzaga,1,4,2,,,,
2024,Virginia Tech,American,77,55,0,Regular Season,2023-12-21,Virginia Tech,1,4,11,,,,
2024,San Francisco,N Arizona,91,51,0,Regular Season,2023-12-21,San Francisco,1,4,4,,,,
2024,Utah Valley,Liberty,63,79,0,Regular Season,2023-12-21,Utah Valley,1,4,4,,,,
2024,Syracuse,Niagara,83,71,0,Regular Season,2023-12-21,Syracuse,1,3,1,,,,
2024,Grand Canyon,Sam Houston,76,64,0,Regular Season,2023-12-21,Grand Canyon,1,3,4,,,,
2024,Fordham,C Connecticut,80,82,0,Regular Season,2023-12-21,Fordham,1,4,0,,,,
2024,Evansville,Tennessee Tech,82,51,0,Regular Season,2023-12-21,Evansville,1,1,4,,,,
2024,Louisville,Kentucky,76,95,0,Regular Season,2023-12-21,Louisville,1,3,4,,,,
2024,Saint Francis,Robert Morris,73,75,0,Regular Season,2023-12-21,Saint Francis,1,4,3,,,,
2024,Arizona,Alabama,87,74,1,Hall of Fame Series - Phoenix,2023-12-21,,0,4,3,,,,
2024,Michigan St,Stony Brook,99,55,0,Regular Season,2023-12-21,Michigan St,1,1,3,,,,
2024,La Salle,Rosemont,107,41,0,Regular Season,2023-12-21,La Salle,1,4,,,,,
2024,Boston College,Lehigh,85,69,0,Regular Season,2023-12-21,Boston College,1,10,11,,,,
2024,Rice,Prairie View,82,56,0,Regular Season,2023-12-21,Rice,1,4,2,,,,
2024,Air Force,N Colorado,79,83,0,Regular Season,2023-12-21,Air Force,1,4,4,,,,
2024,Sacramento St,Bethesda,100,45,0,Regular Season,2023-12-21,Sacramento St,1,1,11,,,,
2024,Georgia,Mount St Marys,94,82,0,Regular Season,2023-12-21,Georgia,1,4,4,,,,
2024,Delaware,Rider,85,88,0,Regular Season,2023-12-21,Delaware,1,4,4,,,,
2024,UNC Greensboro,VA Lynchburg,135,57,0,Regular Season,2023-12-21,UNC Greensboro,1,0,10,,,,
2024,Denver,Northern NM,90,57,0,Regular Season,2023-12-21,Denver,1,1,7,,,,
2024,SE Louisiana,Grambling,48,47,0,Regular Season,2023-12-21,SE Louisiana,1,4,5,,,,
2024,Little Rock,Jax State,60,90,0,Regular Season,2023-12-21,Little Rock,1,1,1,,,,
2024,Texas Tech,UT Arlington,77,66,0,Regular Season,2023-12-21,Texas Tech,1,3,4,,,,
2024,Charleston So,KCU,103,79,0,Regular Season,2023-12-21,Charleston So,1,0,3,,,,
2024,Morehead St,Alice Lloyd,101,39,0,Regular Season,2023-12-21,Morehead St,1,1,12,,,,
2024,Mercer,THMAS,98,75,0,Regular Season,2023-12-21,Mercer,1,0,1,,,,
2024,Utah,Bellarmine,85,43,0,Regular Season,2023-12-21,Utah,1,4,4,,,,
2024,Seattle U,Louisiana Tech,79,73,0,Regular Season,2023-12-21,Seattle U,1,2,3,,,,
2024,Creighton,Villanova,66,68,0,Regular Season,2023-12-21,Creighton,1,3,10,,,,
2024,Seton Hall,UConn,75,60,0,Regular Season,2023-12-21,Seton Hall,1,3,4,,,,
2024,St John's,Xavier,81,66,0,Regular Season,2023-12-21,St John's,1,4,3,,,,
2024,Santa Barbara,Howard,94,81,0,Regular Season,2023-12-21,Santa Barbara,1,4,3,,,,
2024,Akron,Gardner-Webb,94,90,0,Regular Season,2023-12-21,Akron,1,3,0,,,,
2024,New Mexico,UC Irvine,78,65,0,Regular Season,2023-12-21,New Mexico,1,4,3,,,,
2024,Weber St,Park U Gilbert,90,39,0,Regular Season,2023-12-21,Weber St,1,3,,,,,
2024,VMI,PSU New Kens,82,65,0,Regular Season,2023-12-22,VMI,1,4,,,,,
2024,Houston,Texas St,72,37,0,Regular Season,2023-12-22,Houston,1,5,2,,,,
2024,Iowa State,E Illinois,80,48,0,Regular Season,2023-12-22,Iowa State,1,4,4,,,,
2024,UCF,Florida A&M,69,56,0,Regular Season,2023-12-22,UCF,1,2,4,,,,
2024,Florida,Grambling,96,57,0,Regular Season,2023-12-22,Florida,1,1,0,,,,
2024,FDU,Fairfield,69,92,0,Regular Season,2023-12-22,FDU,1,9,4,,,,
2024,Pepperdine,William & Mary,71,59,0,Regular Season,2023-12-22,Pepperdine,1,4,11,,,,
2024,Charleston,Saint Joseph's,89,82,0,Regular Season,2023-12-22,Charleston,1,3,4,,,,
2024,FIU,Maine,82,74,0,Regular Season,2023-12-22,FIU,1,1,2,,,,
2024,South Florida,UAlbany,89,73,0,Regular Season,2023-12-22,South Florida,1,5,1,,,,
2024,Kansas St,Wichita St,69,60,1,Regular Season,2023-12-22,,0,4,4,,,,
2024,Indiana,North Alabama,83,66,0,Regular Season,2023-12-22,Indiana,1,2,5,,,,
2024,Brown,Siena,71,67,0,Regular Season,2023-12-22,Brown,1,11,1,,,,
2024,Texas Southern,Samford,65,87,0,Regular Season,2023-12-22,Texas Southern,1,4,2,,,,
2024,Illinois St,SE Missouri,85,64,0,Regular Season,2023-12-22,Illinois St,1,4,4,,,,
2024,Washington St,Boise St,66,61,1,Regular Season,2023-12-22,,0,5,4,,,,
2024,CSU Northridge,Montana St,82,70,0,Regular Season,2023-12-22,CSU Northridge,1,1,1,,,,
2024,UMass,Georgia Tech,70,73,1,Hawaiian Airlines Diamond Head Classic,2023-12-22,,0,5,5,,,,
2024,Hawai'i,Portland,69,56,0,Hawaiian Airlines Diamond Head Classic,2023-12-22,Hawai'i,1,3,4,,,,
2024,TCU,Nevada,75,88,1,Hawaiian Airlines Diamond Head Classic,2023-12-22,,0,0,0,,,,
2024,Norfolk St,S Dakota St,84,65,1,Sun Bowl Invitational,2023-12-22,,0,0,0,,,,
2024,UTEP,Wyoming,78,67,0,Sun Bowl Invitational,2023-12-22,UTEP,1,0,0,,,,
2024,Iona,Colgate,85,65,0,Regular Season,2023-12-22,Iona,1,4,4,,,,
2024,Washington,E Washington,73,66,0,Regular Season,2023-12-22,Washington,1,3,2,,,,
2024,LSU,Lamar,87,66,0,Regular Season,2023-12-22,LSU,1,5,2,,,,
2024,Cal Poly,Omaha,66,53,0,Regular Season,2023-12-22,Cal Poly,1,2,4,,,,
2024,App State,UNC Asheville,63,76,1,Regular Season,2023-12-22,,0,5,3,,,,
2024,Morgan St,James Madison,75,89,0,Regular Season,2023-12-22,Morgan St,1,2,1,,,,
2024,Marshall,UNC Wilmington,69,78,0,Regular Season,2023-12-22,Marshall,1,2,5,,,,
2024,Boston U,UMass Lowell,63,71,0,Regular Season,2023-12-22,Boston U,1,7,5,,,,
2024,Clemson,Queens,109,79,0,Regular Season,2023-12-22,Clemson,1,5,1,,,,
2024,Texas,Texas A&M-CC,71,55,0,Regular Season,2023-12-22,Texas,1,5,3,,,,
2024,UC Riverside,Idaho,82,67,0,Regular Season,2023-12-22,UC Riverside,1,4,4,,,,
2024,C Michigan,Detroit Mercy,75,63,0,Regular Season,2023-12-22,C Michigan,1,1,2,,,,
2024,Merrimack,Bucknell,68,52,0,Regular Season,2023-12-22,Merrimack,1,1,5,,,,
2024,Georgia,North Florida,78,60,0,Regular Season,2023-12-22,Georgia,1,0,1,,,,
2024,UTSA,Army,53,63,0,Regular Season,2023-12-22,UTSA,1,4,4,,,,
2024,Towson,Nicholls,65,55,0,Regular Season,2023-12-22,Towson,1,5,1,,,,
2024,Princeton,DE Valley,84,53,0,Regular Season,2023-12-22,Princeton,1,8,,,,,
2024,Bradley,SIUE,75,64,0,Regular Season,2023-12-22,Bradley,1,2,2,,,,
2024,South Carolina,Elon,70,43,0,Regular Season,2023-12-22,South Carolina,1,1,5,,,,
2024,Minnesota,Ball State,80,63,0,Regular Season,2023-12-22,Minnesota,1,8,5,,,,
2024,N Illinois,Northern Iowa,63,76,0,Regular Season,2023-12-22,N Illinois,1,2,4,,,,
2024,Miami OH,Vermont,70,69,0,Regular Season,2023-12-22,Miami OH,1,1,0,,,,
2024,Bowling Green,Siena Heights,79,58,0,Regular Season,2023-12-22,Bowling Green,1,2,,,,,
2024,Miami,Stonehill,97,59,0,Regular Season,2023-12-22,Miami,1,5,4,,,,
2024,Tulane,George Mason,66,69,0,Regular Season,2023-12-22,Tulane,1,5,1,,,,
2024,Wright St,Muskingum,101,54,0,Regular Season,2023-12-22,Wright St,1,1,,,,,
2024,Wagner,Gwynedd Mercy,98,49,0,Regular Season,2023-12-22,Wagner,1,4,12,,,,
2024,Troy,E Kentucky,88,81,0,Regular Season,2023-12-22,Troy,1,1,4,,,,
2024,Colorado,Utah Tech,98,71,0,Regular Season,2023-12-22,Colorado,1,5,4,,,,
2024,Murray St,SMU,65,92,0,Regular Season,2023-12-22,Murray St,1,2,1,,,,
2024,Richmond,Buffalo,72,66,0,Regular Season,2023-12-22,Richmond,1,4,12,,,,
2024,Oregon St,Idaho St,76,57,0,Regular Season,2023-12-22,Oregon St,1,4,11,,,,
2024,Green Bay,MSOE,79,46,0,Regular Season,2023-12-22,Green Bay,1,4,,,,,
2024,IU Indy,Defiance,90,67,0,Regular Season,2023-12-22,IU Indy,1,5,2,,,,
2024,UAB,Drake,79,78,0,Regular Season,2023-12-22,UAB,1,4,1,,,,
2024,Loyola MD,St Mary's (MD),91,57,0,Regular Season,2023-12-22,Loyola MD,1,5,12,,,,
2024,Arkansas,Abilene Chrstn,83,73,0,Regular Season,2023-12-22,Arkansas,1,5,4,,,,
2024,Milwaukee,Chattanooga,85,83,0,Regular Season,2023-12-22,Milwaukee,1,7,1,,,,
2024,UNLV,Hofstra,74,56,0,Regular Season,2023-12-22,UNLV,1,4,5,,,,
2024,Davidson,SC Upstate,62,59,0,Regular Season,2023-12-22,Davidson,1,5,5,,,,
2024,UC Davis,UC Merced,80,57,0,Regular Season,2023-12-22,UC Davis,1,1,12,,,,
2024,Oregon,Kent State,84,70,0,Regular Season,2023-12-22,Oregon,1,4,12,,,,
2024,St Thomas (MN),Uw-Riv Fls,104,51,0,Regular Season,2023-12-22,St Thomas (MN),1,4,,,,,
2024,Saint Mary's,N Kentucky,92,56,0,Regular Season,2023-12-22,Saint Mary's,1,1,4,,,,
2024,Robert Morris,Cornell,85,90,0,Regular Season,2023-12-22,Robert Morris,1,0,1,,,,
2024,Saint Peter's,Kean,73,70,0,Regular Season,2023-12-22,Saint Peter's,1,8,,,,,
2024,San Diego,South Dakota,69,66,0,Regular Season,2023-12-22,San Diego,1,5,1,,,,
2024,South Alabama,Alabama A&M,83,67,0,Regular Season,2023-12-22,South Alabama,1,12,4,,,,
2024,Penn State,Le Moyne,72,55,0,Regular Season,2023-12-22,Penn State,1,5,2,,,,
2024,Bryant,Drexel,104,86,0,Regular Season,2023-12-22,Bryant,1,5,3,,,,
2024,Charlotte,Greensboro,91,44,0,Regular Season,2023-12-22,Charlotte,1,4,,,,,
2024,NJIT,Medgar Evers,127,51,0,Regular Season,2023-12-22,NJIT,1,5,,,,,
2024,SF Austin,Paul Quinn,115,58,0,Regular Season,2023-12-22,SF Austin,1,1,12,,,,
2024,SC State,Brewton Parker,101,84,0,Regular Season,2023-12-22,SC State,1,3,,,,,
2024,San Diego St,Stanford,74,60,0,Regular Season,2023-12-22,San Diego St,1,1,4,,,,
2024,St Bonaventure,Binghamton,90,64,0,Regular Season,2023-12-23,St Bonaventure,1,6,3,,,,
2024,Kansas,Yale,75,60,0,Regular Season,2023-12-23,Kansas,1,6,10,,,,
2024,West Virginia,Toledo,91,81,0,Regular Season,2023-12-23,West Virginia,1,1,1,,,,
2024,Texas A&M,Hou Christian,79,52,0,Regular Season,2023-12-23,Texas A&M,1,6,2,,,,
2024,UCLA,Maryland,60,69,0,Regular Season,2023-12-23,UCLA,1,2,2,,,,
2024,VCU,MD Eastern,75,51,0,Regular Season,2023-12-23,VCU,1,6,3,,,,
2024,Santa Clara,Duquesne,81,73,1,Regular Season,2023-12-23,,0,1,3,,,,
2024,Hawai'i,Georgia Tech,68,73,0,Hawaiian Airlines Diamond Head Classic,2023-12-23,Hawai'i,1,0,0,,,,
2024,Old Dominion,Temple,78,63,1,Hawaiian Airlines Diamond Head Classic,2023-12-23,,0,1,1,,,,
2024,Portland,UMass,78,100,1,Hawaiian Airlines Diamond Head Classic,2023-12-23,,0,0,0,,,,
2024,Notre Dame,Marist,60,56,0,Regular Season,2023-12-23,Notre Dame,1,3,3,,,,
2024,NC State,Detroit Mercy,83,66,0,Regular Season,2023-12-23,NC State,1,1,0,,,,
2024,Memphis,Vanderbilt,77,75,0,Regular Season,2023-12-23,Memphis,1,2,2,,,,
2024,Auburn,Alabama St,82,62,0,Regular Season,2023-12-23,Auburn,1,5,2,,,,
2024,Wisconsin,Chicago St,80,53,0,Regular Season,2023-12-23,Wisconsin,1,7,1,,,,
2024,Illinois,Missouri,97,73,1,Regular Season,2023-12-23,,0,5,5,,,,
2024,Florida St,Winthrop,67,61,0,Regular Season,2023-12-23,Florida St,1,2,2,,,,
2024,Southern Utah,MTSU,69,63,0,Regular Season,2023-12-23,Southern Utah,1,2,2,,,,
2024,Austin Peay,Ohio,71,67,0,Regular Season,2023-12-23,Austin Peay,1,6,3,,,,
2024,Lindenwood,Rockford,81,54,0,Regular Season,2023-12-23,Lindenwood,1,2,,,,,
2024,Rider,Penn,73,77,0,Regular Season,2023-12-23,Rider,1,1,10,,,,
2024,Mount St Marys,Long Island,87,59,0,Regular Season,2023-12-23,Mount St Marys,1,1,6,,,,
2024,LMU,Colorado St,67,76,0,Regular Season,2023-12-23,LMU,1,3,5,,,,
2024,Alabama,E Kentucky,111,67,0,Regular Season,2023-12-23,Alabama,1,1,0,,,,
2024,Rice,Louisiana,67,84,0,Regular Season,2023-12-23,Rice,1,1,5,,,,
2024,FGCU,FL Memorial,78,75,0,Regular Season,2023-12-23,FGCU,1,3,,,,,
2024,UNC Asheville,Kennesaw St,79,70,0,Regular Season,2023-12-23,UNC Asheville,1,0,2,,,,
2024,BYU,Bellarmine,101,59,0,Regular Season,2023-12-23,BYU,1,5,1,,,,
2024,High Point,Canisius,78,70,0,Regular Season,2023-12-23,High Point,1,2,12,,,,
2024,Ole Miss,Southern Miss,89,72,1,Regular Season,2023-12-23,,0,2,3,,,,
2024,S Illinois,So Indiana,81,50,0,Regular Season,2023-12-23,S Illinois,1,2,2,,,,
2024,Utah State,ETSU,80,65,0,Regular Season,2023-12-23,Utah State,1,6,1,,,,
2024,Mississippi St,Rutgers,70,60,1,Regular Season,2023-12-23,,0,5,6,,,,
2024,San Francisco,Fresno St,77,57,0,Regular Season,2023-12-23,San Francisco,1,1,3,,,,
2024,Marquette,Georgetown,81,51,0,Regular Season,2023-12-23,Marquette,1,2,3,,,,
2024,DePaul,Villanova,48,84,0,Regular Season,2023-12-23,DePaul,1,6,1,,,,
2024,Providence,Butler,85,75,0,Regular Season,2023-12-23,Providence,1,2,3,,,,
2024,Xavier,Seton Hall,74,54,0,Regular Season,2023-12-23,Xavier,1,1,1,,,,
2024,Cincinnati,Stetson,83,75,0,Regular Season,2023-12-23,Cincinnati,1,2,2,,,,
2024,Arizona,FAU,95,96,1,Desert Holiday Classic,2023-12-23,,0,1,6,,,,
2024,Tulsa,New Mexico St,65,59,0,Regular Season,2023-12-23,Tulsa,1,2,2,,,,
2024,Baylor,Miss Valley St,107,48,0,Regular Season,2023-12-23,Baylor,1,1,2,,,,
2024,North Texas,UT Arlington,78,52,0,Regular Season,2023-12-23,North Texas,1,5,1,,,,
2024,Saint Mary's,Missouri St,64,69,0,Regular Season,2023-12-24,Saint Mary's,1,1,3,,,,
2024,Portland,Temple,54,55,1,Hawaiian Airlines Diamond Head Classic,2023-12-24,,0,0,0,,,,
2024,UMass,Old Dominion,87,65,1,Hawaiian Airlines Diamond Head Classic,2023-12-24,,0,0,0,,,,
2024,Hawai'i,TCU,51,65,0,Hawaiian Airlines Diamond Head Classic,2023-12-24,Hawai'i,1,0,1,,,,
2024,UConn,St John's,69,65,0,Regular Season,2023-12-24,UConn,1,2,2,,,,
2024,Georgia Tech,Nevada,64,72,1,Hawaiian Airlines Diamond Head Classic,2023-12-25,,0,1,2,,,,
2024,Bethesda,Grand Canyon,74,124,1,Regular Season,2023-12-27,,0,5,5,,,,
2024,Virginia,Morgan St,79,44,0,Regular Season,2023-12-28,Virginia,1,7,5,,,,
2024,CA Baptist,Chicago St,74,62,0,Regular Season,2023-12-28,CA Baptist,1,7,4,,,,
2024,E Washington,Portland St,91,57,0,Regular Season,2023-12-29,E Washington,1,6,9,,,,
2024,Idaho,Sacramento St,61,58,0,Regular Season,2023-12-29,Idaho,1,6,7,,,,
2024,Idaho St,Montana St,66,74,0,Regular Season,2023-12-29,Idaho St,1,6,6,,,,
2024,Weber St,Montana,93,63,0,Regular Season,2023-12-29,Weber St,1,7,8,,,,
2024,UC Irvine,UC Riverside,73,66,0,Regular Season,2023-12-29,UC Irvine,1,7,6,,,,
2024,Fullerton,Long Beach St,71,81,0,Regular Season,2023-12-29,Fullerton,1,7,8,,,,
2024,UC Davis,Santa Barbara,76,62,0,Regular Season,2023-12-29,UC Davis,1,6,7,,,,
2024,UC San Diego,Bakersfield,76,64,0,Regular Season,2023-12-29,UC San Diego,1,8,8,,,,
2024,Cal Poly,CSU Northridge,73,83,0,Regular Season,2023-12-29,Cal Poly,1,6,6,,,,
2024,Oklahoma,C Arkansas,88,72,0,Regular Season,2023-12-29,Oklahoma,1,7,8,,,,
2024,Long Island,UAlbany,69,86,1,Regular Season,2023-12-29,,0,5,6,,,,
2024,Indiana,Kennesaw St,100,87,0,Regular Season,2023-12-29,Indiana,1,6,5,,,,
2024,Maryland,Coppin St,75,53,0,Regular Season,2023-12-29,Maryland,1,5,8,,,,
2024,Stony Brook,Brown,69,65,0,Regular Season,2023-12-29,Stony Brook,1,7,6,,,,
2024,W Michigan,Aquinas,127,71,0,Regular Season,2023-12-29,W Michigan,1,7,,,,,
2024,Texas Southern,Biblical Stud,108,72,0,Regular Season,2023-12-29,Texas Southern,1,6,12,,,,
2024,Miami,North Florida,95,55,0,Regular Season,2023-12-29,Miami,1,6,6,,,,
2024,Bradley,Truman St,69,47,0,Regular Season,2023-12-29,Bradley,1,6,,,,,
2024,Tennessee St,UT Martin,75,91,0,Regular Season,2023-12-29,Tennessee St,1,8,8,,,,
2024,Tennessee Tech,Little Rock,75,81,0,Regular Season,2023-12-29,Tennessee Tech,1,7,7,,,,
2024,Cleveland St,Oakland,75,67,0,Regular Season,2023-12-29,Cleveland St,1,7,7,,,,
2024,IU Indy,Detroit Mercy,67,55,0,Regular Season,2023-12-29,IU Indy,1,6,5,,,,
2024,Green Bay,Wright St,88,77,0,Regular Season,2023-12-29,Green Bay,1,6,6,,,,
2024,Elon,Valparaiso,82,78,0,Regular Season,2023-12-29,Elon,1,6,9,,,,
2024,UTSA,Prairie View,103,89,0,Regular Season,2023-12-29,UTSA,1,6,7,,,,
2024,Penn State,Rider,90,63,0,Regular Season,2023-12-29,Penn State,1,6,5,,,,
2024,Wofford,S Wesleyan,75,55,0,Regular Season,2023-12-29,Wofford,1,8,,,,,
2024,Jax State,Fort Valley St,93,57,0,Regular Season,2023-12-29,Jax State,1,7,,,,,
2024,Texas Tech,Sam Houston,96,60,0,Regular Season,2023-12-29,Texas Tech,1,7,7,,,,
2024,Mercer,Talladega,74,50,0,Regular Season,2023-12-29,Mercer,1,7,,,,,
