season,team_a,team_b,score_a,score_b,neutral_site,round_name,game_date,home_team,home_edge_a,rest_days_a,rest_days_b,market_prob_a,market_spread_a,moneyline_a,moneyline_b
2025,St John's,Villanova,80,68,0,Regular Season,2025-01-12,St John's,1,4,3,,,,
2025,Idaho St,Weber St,69,77,0,Regular Season,2025-01-12,Idaho St,1,7,7,,,,
2025,Lamar,SF Austin,63,72,0,Regular Season,2025-01-12,Lamar,1,4,4,,,,
2025,Montana St,N Arizona,58,53,0,Regular Season,2025-01-12,Montana St,1,1,1,,,,
2025,C Connecticut,Long Island,52,54,0,Regular Season,2025-01-12,C Connecticut,1,0,0,,,,
2025,Chicago St,Stonehill,52,68,0,Regular Season,2025-01-12,Chicago St,1,6,0,,,,
2025,FDU,Saint Francis,71,75,0,Regular Season,2025-01-12,FDU,1,0,0,,,,
2025,Le Moyne,Mercyhurst,79,63,0,Regular Season,2025-01-12,Le Moyne,1,0,0,,,,
2025,Iowa,Indiana,85,60,0,Regular Season,2025-01-12,Iowa,1,3,2,,,,
2025,Northwestern,Michigan St,68,78,0,Regular Season,2025-01-12,Northwestern,1,6,1,,,,
2025,Michigan,Washington,91,75,0,Regular Season,2025-01-12,Michigan,1,3,1,,,,
2025,Penn State,Oregon,81,82,0,Regular Season,2025-01-12,Penn State,1,2,2,,,,
2025,Purdue,Nebraska,104,68,0,Regular Season,2025-01-12,Purdue,1,2,3,,,,
2025,Miss Valley St,Prairie View,65,74,0,Regular Season,2025-01-12,Miss Valley St,1,4,4,,,,
2025,Fresno St,Nevada,66,77,0,Regular Season,2025-01-12,Fresno St,1,3,7,,,,
2025,Utah State,Boise St,81,79,0,Regular Season,2025-01-12,Utah State,1,3,3,,,,
2025,Illinois St,Northern Iowa,84,85,0,Regular Season,2025-01-12,Illinois St,1,2,2,,,,
2025,S Illinois,Missouri St,88,78,0,Regular Season,2025-01-12,S Illinois,1,2,3,,,,
2025,Tulsa,Charlotte,69,63,0,Regular Season,2025-01-12,Tulsa,1,3,2,,,,
2025,FAU,UAB,76,81,0,Regular Season,2025-01-12,FAU,1,2,3,,,,
2025,Utah,Oklahoma St,83,62,0,Regular Season,2025-01-12,Utah,1,3,3,,,,
2025,Arizona St,Baylor,66,72,0,Regular Season,2025-01-12,Arizona St,1,2,3,,,,
2025,Arizona,UCF,88,80,0,Regular Season,2025-01-12,Arizona,1,3,2,,,,
2025,Colorado,West Virginia,70,78,0,Regular Season,2025-01-12,Colorado,1,2,3,,,,
2025,High Point,Gardner-Webb,96,55,0,Regular Season,2025-01-12,High Point,1,2,2,,,,
2025,Maryland,Minnesota,77,71,0,Regular Season,2025-01-13,Maryland,1,1,1,,,,
2025,Rutgers,UCLA,75,68,0,Regular Season,2025-01-13,Rutgers,1,3,1,,,,
2025,AR-Pine Bluff,Prairie View,64,75,0,Regular Season,2025-01-13,AR-Pine Bluff,1,5,0,,,,
2025,Furman,Wofford,62,81,0,Regular Season,2025-01-14,Furman,1,4,4,,,,
2025,Elon,Campbell,81,68,0,Regular Season,2025-01-14,Elon,1,3,3,,,,
2025,SF Austin,SE Louisiana,59,66,0,Regular Season,2025-01-14,SF Austin,1,1,2,,,,
2025,Hou Christian,McNeese,59,75,0,Regular Season,2025-01-14,Hou Christian,1,2,2,,,,
2025,Incarnate Word,Nicholls,82,88,0,Regular Season,2025-01-14,Incarnate Word,1,2,2,,,,
2025,Xavier,Villanova,69,63,0,Regular Season,2025-01-14,Xavier,1,2,1,,,,
2025,Lamar,New Orleans,62,68,0,Regular Season,2025-01-14,Lamar,1,1,2,,,,
2025,Texas A&M-CC,N'Western St,73,64,0,Regular Season,2025-01-14,Texas A&M-CC,1,2,2,,,,
2025,UT Rio Grande,E Texas A&M,57,55,0,Regular Season,2025-01-14,UT Rio Grande,1,2,2,,,,
2025,Jackson St,Alabama A&M,103,93,0,Regular Season,2025-01-14,Jackson St,1,2,2,,,,
2025,Alcorn St,Alabama St,67,65,0,Regular Season,2025-01-14,Alcorn St,1,2,2,,,,
2025,Loyola MD,American,54,73,0,Regular Season,2025-01-14,Loyola MD,1,2,2,,,,
2025,Southern,Bethune,69,53,0,Regular Season,2025-01-14,Southern,1,2,2,,,,
2025,Grambling,Florida A&M,79,72,0,Regular Season,2025-01-14,Grambling,1,2,2,,,,
2025,Miss Valley St,Texas Southern,53,82,0,Regular Season,2025-01-14,Miss Valley St,1,1,6,,,,
2025,Howard,Coppin St,90,75,0,Regular Season,2025-01-14,Howard,1,2,2,,,,
2025,NC Central,Delaware St,75,72,0,Regular Season,2025-01-14,NC Central,1,2,2,,,,
2025,SC State,MD Eastern,78,64,0,Regular Season,2025-01-14,SC State,1,2,2,,,,
2025,Morgan St,Norfolk St,78,74,0,Regular Season,2025-01-14,Morgan St,1,2,2,,,,
2025,Notre Dame,Boston College,78,60,0,Regular Season,2025-01-14,Notre Dame,1,2,2,,,,
2025,SE Missouri,Little Rock,71,73,0,Regular Season,2025-01-15,SE Missouri,1,3,2,,,,
2025,Ohio,Ball State,86,71,0,Regular Season,2025-01-15,Ohio,1,3,3,,,,
2025,Bowling Green,Buffalo,79,61,0,Regular Season,2025-01-15,Bowling Green,1,3,4,,,,
2025,C Michigan,E Michigan,82,63,0,Regular Season,2025-01-15,C Michigan,1,3,3,,,,
2025,N Illinois,Miami OH,69,84,0,Regular Season,2025-01-15,N Illinois,1,3,3,,,,
2025,Akron,Toledo,85,78,0,Regular Season,2025-01-15,Akron,1,3,3,,,,
2025,Kent State,W Michigan,83,94,0,Regular Season,2025-01-15,Kent State,1,4,3,,,,
2025,VMI,W Carolina,66,50,0,Regular Season,2025-01-15,VMI,1,2,2,,,,
2025,Alabama,Ole Miss,64,74,0,Regular Season,2025-01-15,Alabama,1,2,3,,,,
2025,Auburn,Mississippi St,88,66,0,Regular Season,2025-01-15,Auburn,1,3,2,,,,
2025,Florida,Missouri,82,83,0,Regular Season,2025-01-15,Florida,1,3,3,,,,
2025,Kentucky,Texas A&M,81,69,0,Regular Season,2025-01-15,Kentucky,1,2,2,,,,
2025,LSU,Arkansas,78,74,0,Regular Season,2025-01-15,LSU,1,3,3,,,,
2025,Vanderbilt,South Carolina,66,63,0,Regular Season,2025-01-15,Vanderbilt,1,3,3,,,,
2025,DePaul,Marquette,83,85,0,Regular Season,2025-01-15,DePaul,1,3,6,,,,
2025,St John's,Georgetown,63,58,0,Regular Season,2025-01-15,St John's,1,2,3,,,,
2025,Creighton,Providence,84,64,0,Regular Season,2025-01-15,Creighton,1,3,3,,,,
2025,Indiana,Illinois,69,94,0,Regular Season,2025-01-15,Indiana,1,2,3,,,,
2025,USC,Iowa,99,89,0,Regular Season,2025-01-15,USC,1,3,2,,,,
2025,Wisconsin,Ohio State,70,68,0,Regular Season,2025-01-15,Wisconsin,1,3,5,,,,
2025,Boston U,Lehigh,63,58,0,Regular Season,2025-01-15,Boston U,1,3,3,,,,
2025,Nevada,Air Force,68,62,0,Regular Season,2025-01-15,Nevada,1,2,3,,,,
2025,San Diego St,Colorado St,75,60,0,Regular Season,2025-01-15,San Diego St,1,3,3,,,,
2025,San José St,New Mexico,71,70,0,Regular Season,2025-01-15,San José St,1,3,3,,,,
2025,Boise St,Wyoming,96,55,0,Regular Season,2025-01-15,Boise St,1,2,6,,,,
2025,Northern Iowa,Evansville,73,56,0,Regular Season,2025-01-15,Northern Iowa,1,2,3,,,,
2025,Belmont,Valparaiso,71,64,0,Regular Season,2025-01-15,Belmont,1,3,3,,,,
2025,VCU,Saint Louis,78,62,0,Regular Season,2025-01-15,VCU,1,5,5,,,,
2025,La Salle,Davidson,79,76,0,Regular Season,2025-01-15,La Salle,1,3,3,,,,
2025,Syracuse,Louisville,61,85,0,Regular Season,2025-01-15,Syracuse,1,3,3,,,,
2025,Georgia Tech,Clemson,59,70,0,Regular Season,2025-01-15,Georgia Tech,1,3,3,,,,
2025,Duke,Miami,89,54,0,Regular Season,2025-01-15,Duke,1,3,3,,,,
2025,Wake Forest,Stanford,80,67,0,Regular Season,2025-01-15,Wake Forest,1,3,3,,,,
2025,East Carolina,North Texas,60,69,0,Regular Season,2025-01-15,East Carolina,1,3,5,,,,
2025,Rice,UTSA,84,90,0,Regular Season,2025-01-15,Rice,1,3,3,,,,
2025,Wichita St,Charlotte,68,59,0,Regular Season,2025-01-15,Wichita St,1,3,2,,,,
2025,BYU,Oklahoma St,85,69,0,Regular Season,2025-01-15,BYU,1,3,2,,,,
2025,Kansas St,Texas Tech,57,61,0,Regular Season,2025-01-15,Kansas St,1,3,3,,,,
2025,Arizona,Baylor,81,70,0,Regular Season,2025-01-15,Arizona,1,2,2,,,,
2025,Arizona St,UCF,89,95,0,Regular Season,2025-01-15,Arizona St,1,2,2,,,,
2025,Army,Lafayette,70,68,0,Regular Season,2025-01-15,Army,1,3,3,,,,
2025,Winthrop,Charleston So,102,97,0,Regular Season,2025-01-15,Winthrop,1,3,5,,,,
2025,UNC Asheville,SC Upstate,93,92,0,Regular Season,2025-01-15,UNC Asheville,1,3,3,,,,
2025,UNC Greensboro,The Citadel,70,57,0,Regular Season,2025-01-16,UNC Greensboro,1,4,4,,,,
2025,Furman,ETSU,73,70,0,Regular Season,2025-01-16,Furman,1,1,4,,,,
2025,Mercer,Samford,74,75,0,Regular Season,2025-01-16,Mercer,1,3,4,,,,
2025,Chattanooga,Wofford,83,81,0,Regular Season,2025-01-16,Chattanooga,1,3,1,,,,
2025,Denver,Omaha,62,80,0,Regular Season,2025-01-16,Denver,1,4,4,,,,
2025,Tennessee,Georgia,74,56,0,Regular Season,2025-01-16,Tennessee,1,4,4,,,,
2025,Oklahoma,Texas,73,77,0,Regular Season,2025-01-16,Oklahoma,1,4,4,,,,
2025,FGCU,West Georgia,82,60,0,Regular Season,2025-01-16,FGCU,1,4,4,,,,
2025,Bellarmine,Lipscomb,53,87,0,Regular Season,2025-01-16,Bellarmine,1,4,4,,,,
2025,Delaware,Stony Brook,84,74,0,Regular Season,2025-01-16,Delaware,1,4,3,,,,
2025,Cleveland St,N Kentucky,76,58,0,Regular Season,2025-01-16,Cleveland St,1,4,4,,,,
2025,Oakland,IU Indy,72,59,0,Regular Season,2025-01-16,Oakland,1,4,6,,,,
2025,Wright St,Purdue FW,113,120,0,Regular Season,2025-01-16,Wright St,1,3,3,,,,
2025,UL Monroe,Troy,58,77,0,Regular Season,2025-01-16,UL Monroe,1,3,4,,,,
2025,South Alabama,Southern Miss,75,62,0,Regular Season,2025-01-16,South Alabama,1,4,4,,,,
2025,Texas St,Georgia St,94,80,0,Regular Season,2025-01-16,Texas St,1,4,4,,,,
2025,Butler,Seton Hall,82,77,0,Regular Season,2025-01-16,Butler,1,4,4,,,,
2025,UAlbany,Bryant,79,89,0,Regular Season,2025-01-16,UAlbany,1,4,4,,,,
2025,NJIT,Maine,44,57,0,Regular Season,2025-01-16,NJIT,1,4,4,,,,
2025,UMBC,New Hampshire,76,79,0,Regular Season,2025-01-16,UMBC,1,5,4,,,,
2025,Michigan St,Penn State,90,85,0,Regular Season,2025-01-16,Michigan St,1,3,3,,,,
2025,Washington,Purdue,58,69,0,Regular Season,2025-01-16,Washington,1,3,3,,,,
2025,Bucknell,Holy Cross,86,82,0,Regular Season,2025-01-16,Bucknell,1,4,4,,,,
2025,Navy,Colgate,66,73,0,Regular Season,2025-01-16,Navy,1,4,4,,,,
2025,UNLV,Utah State,65,62,0,Regular Season,2025-01-16,UNLV,1,4,3,,,,
2025,Drake,Illinois St,66,62,0,Regular Season,2025-01-16,Drake,1,4,3,,,,
2025,Bradley,Indiana St,118,65,0,Regular Season,2025-01-16,Bradley,1,4,4,,,,
2025,UIC,Murray St,97,93,0,Regular Season,2025-01-16,UIC,1,4,4,,,,
2025,Missouri St,S Illinois,51,73,0,Regular Season,2025-01-16,Missouri St,1,3,3,,,,
2025,Coppin St,Cheyney (PA),88,62,0,Regular Season,2025-01-16,Coppin St,1,1,12,,,,
2025,Dayton,George Mason,59,67,0,Regular Season,2025-01-16,Dayton,1,6,4,,,,
2025,G Washington,Duquesne,65,73,0,Regular Season,2025-01-16,G Washington,1,6,6,,,,
2025,Fordham,UMass,118,120,0,Regular Season,2025-01-16,Fordham,1,4,4,,,,
2025,Loyola Chicago,Rhode Island,81,77,0,Regular Season,2025-01-16,Loyola Chicago,1,4,4,,,,
2025,St Bonaventure,Richmond,63,49,0,Regular Season,2025-01-16,St Bonaventure,1,4,4,,,,
2025,Virginia Tech,NC State,79,76,0,Regular Season,2025-01-16,Virginia Tech,1,4,4,,,,
2025,North Carolina,California,79,53,0,Regular Season,2025-01-16,North Carolina,1,4,4,,,,
2025,Florida St,Pitt,82,70,0,Regular Season,2025-01-16,Florida St,1,4,4,,,,
2025,Virginia,SMU,52,54,0,Regular Season,2025-01-16,Virginia,1,4,4,,,,
2025,Tulane,FAU,80,65,0,Regular Season,2025-01-16,Tulane,1,4,3,,,,
2025,South Florida,UAB,83,92,0,Regular Season,2025-01-16,South Florida,1,4,3,,,,
2025,TCU,Utah,65,73,0,Regular Season,2025-01-16,TCU,1,4,3,,,,
2025,Iowa State,Kansas,74,57,0,Regular Season,2025-01-16,Iowa State,1,4,4,,,,
2025,Colorado,Cincinnati,62,68,0,Regular Season,2025-01-16,Colorado,1,3,4,,,,
2025,Houston,West Virginia,70,54,0,Regular Season,2025-01-16,Houston,1,4,3,,,,
2025,Radford,Gardner-Webb,79,75,0,Regular Season,2025-01-16,Radford,1,4,3,,,,
2025,Howard,Bowie State,73,76,0,Regular Season,2025-01-16,Howard,1,1,,,,,
2025,FIU,New Mexico St,52,59,0,Regular Season,2025-01-17,FIU,1,5,4,,,,
2025,Liberty,UTEP,70,72,0,Regular Season,2025-01-17,Liberty,1,4,4,,,,
2025,Jax State,Louisiana Tech,63,61,0,Regular Season,2025-01-17,Jax State,1,5,4,,,,
2025,Kennesaw St,Sam Houston,75,69,0,Regular Season,2025-01-17,Kennesaw St,1,5,5,,,,
2025,UT Martin,E Illinois,68,63,0,Regular Season,2025-01-17,UT Martin,1,5,6,,,,
2025,So Indiana,Lindenwood,80,73,0,Regular Season,2025-01-17,So Indiana,1,4,5,,,,
2025,Morehead St,W Illinois,51,47,0,Regular Season,2025-01-17,Morehead St,1,5,5,,,,
2025,Tennessee Tech,SE Missouri,70,77,0,Regular Season,2025-01-17,Tennessee Tech,1,5,1,,,,
2025,Tennessee St,SIUE,80,87,0,Regular Season,2025-01-17,Tennessee St,1,5,5,,,,
2025,Iona,Canisius,82,61,0,Regular Season,2025-01-17,Iona,1,4,4,,,,
2025,Siena,Sacred Heart,93,75,0,Regular Season,2025-01-17,Siena,1,5,4,,,,
2025,Rider,Mount St Marys,66,60,0,Regular Season,2025-01-17,Rider,1,4,4,,,,
2025,Fairfield,Niagara,70,66,0,Regular Season,2025-01-17,Fairfield,1,4,4,,,,
2025,Saint Peter's,Marist,51,56,0,Regular Season,2025-01-17,Saint Peter's,1,4,4,,,,
2025,Quinnipiac,Merrimack,81,76,0,Regular Season,2025-01-17,Quinnipiac,1,4,4,,,,
2025,Akron,Ohio,92,80,0,Regular Season,2025-01-17,Akron,1,1,1,,,,
2025,N Dakota St,Kansas City,71,64,0,Regular Season,2025-01-17,N Dakota St,1,5,7,,,,
2025,South Dakota,Oral Roberts,92,82,0,Regular Season,2025-01-17,South Dakota,1,4,4,,,,
2025,S Dakota St,North Dakota,109,73,0,Regular Season,2025-01-17,S Dakota St,1,5,4,,,,
2025,Tarleton St,CA Baptist,67,57,0,Regular Season,2025-01-17,Tarleton St,1,4,5,,,,
2025,Grand Canyon,Abilene Chrstn,88,58,0,Regular Season,2025-01-17,Grand Canyon,1,6,4,,,,
2025,Seattle U,Utah Tech,82,62,0,Regular Season,2025-01-17,Seattle U,1,4,4,,,,
2025,UT Arlington,Utah Valley,83,85,0,Regular Season,2025-01-17,UT Arlington,1,4,5,,,,
2025,Oregon St,Gonzaga,97,89,0,Regular Season,2025-01-17,Oregon St,1,4,4,,,,
2025,San Diego,Washington St,61,65,0,Regular Season,2025-01-17,San Diego,1,4,4,,,,
2025,Pepperdine,San Francisco,63,80,0,Regular Season,2025-01-17,Pepperdine,1,11,4,,,,
2025,Portland,Pacific,84,81,0,Regular Season,2025-01-17,Portland,1,6,4,,,,
2025,LMU,Santa Clara,57,54,0,Regular Season,2025-01-17,LMU,1,8,4,,,,
2025,Long Beach St,UC San Diego,54,80,0,Regular Season,2025-01-17,Long Beach St,1,5,4,,,,
2025,Austin Peay,E Kentucky,97,90,0,Regular Season,2025-01-17,Austin Peay,1,5,5,,,,
2025,Jacksonville,North Alabama,64,60,0,Regular Season,2025-01-17,Jacksonville,1,5,5,,,,
2025,Stetson,Queens,60,95,0,Regular Season,2025-01-17,Stetson,1,5,5,,,,
2025,North Florida,C Arkansas,92,80,0,Regular Season,2025-01-17,North Florida,1,5,5,,,,
2025,UNC Wilmington,Northeastern,80,72,0,Regular Season,2025-01-17,UNC Wilmington,1,5,4,,,,
2025,Towson,Hofstra,65,60,0,Regular Season,2025-01-17,Towson,1,5,5,,,,
2025,NC A&T,Monmouth,63,72,0,Regular Season,2025-01-17,NC A&T,1,5,5,,,,
2025,Hampton,William & Mary,64,67,0,Regular Season,2025-01-17,Hampton,1,5,5,,,,
2025,Drexel,Elon,54,65,0,Regular Season,2025-01-17,Drexel,1,5,2,,,,
2025,Campbell,Charleston,61,67,0,Regular Season,2025-01-17,Campbell,1,2,5,,,,
2025,Santa Barbara,UC Riverside,66,63,0,Regular Season,2025-01-17,Santa Barbara,1,4,6,,,,
2025,UC Irvine,Fullerton,82,62,0,Regular Season,2025-01-17,UC Irvine,1,4,5,,,,
2025,Hawai'i,CSU Northridge,60,83,0,Regular Season,2025-01-17,Hawai'i,1,5,4,,,,
2025,Cal Poly,UC Davis,54,65,0,Regular Season,2025-01-17,Cal Poly,1,4,5,,,,
2025,Arkansas St,Louisiana,83,63,0,Regular Season,2025-01-17,Arkansas St,1,5,4,,,,
2025,Old Dominion,App State,43,62,0,Regular Season,2025-01-17,Old Dominion,1,5,5,,,,
2025,Coastal,GA Southern,87,88,0,Regular Season,2025-01-17,Coastal,1,5,5,,,,
2025,James Madison,Marshall,67,64,0,Regular Season,2025-01-17,James Madison,1,5,5,,,,
2025,N Colorado,Portland St,72,69,0,Regular Season,2025-01-17,N Colorado,1,5,5,,,,
2025,Weber St,Montana,59,63,0,Regular Season,2025-01-17,Weber St,1,4,5,,,,
2025,Vermont,Binghamton,72,64,0,Regular Season,2025-01-17,Vermont,1,5,5,,,,
2025,N Arizona,Sacramento St,77,53,0,Regular Season,2025-01-17,N Arizona,1,4,5,,,,
2025,Idaho St,Montana St,70,67,0,Regular Season,2025-01-17,Idaho St,1,4,4,,,,
2025,Minnesota,Michigan,84,81,0,Regular Season,2025-01-17,Minnesota,1,3,4,,,,
2025,Nebraska,Rutgers,82,85,0,Regular Season,2025-01-17,Nebraska,1,4,3,,,,
2025,Northwestern,Maryland,76,74,0,Regular Season,2025-01-17,Northwestern,1,4,3,,,,
2025,Temple,Memphis,88,81,0,Regular Season,2025-01-17,Temple,1,5,5,,,,
2025,Longwood,High Point,82,80,0,Regular Season,2025-01-17,Longwood,1,5,4,,,,
2025,FIU,UTEP,73,81,0,Regular Season,2025-01-18,FIU,1,0,0,,,,
2025,Kennesaw St,Louisiana Tech,78,76,0,Regular Season,2025-01-18,Kennesaw St,1,0,0,,,,
2025,Jax State,Sam Houston,70,62,0,Regular Season,2025-01-18,Jax State,1,0,0,,,,
2025,Tennessee St,E Illinois,84,65,0,Regular Season,2025-01-18,Tennessee St,1,0,0,,,,
2025,Morehead St,Lindenwood,82,65,0,Regular Season,2025-01-18,Morehead St,1,0,0,,,,
2025,Tennessee Tech,Little Rock,71,77,0,Regular Season,2025-01-18,Tennessee Tech,1,0,2,,,,
2025,UT Martin,SIUE,85,82,0,Regular Season,2025-01-18,UT Martin,1,0,0,,,,
2025,So Indiana,W Illinois,78,66,0,Regular Season,2025-01-18,So Indiana,1,0,0,,,,
2025,Fairfield,Canisius,67,78,0,Regular Season,2025-01-18,Fairfield,1,0,0,,,,
2025,Mount St Marys,Quinnipiac,57,91,0,Regular Season,2025-01-18,Mount St Marys,1,0,0,,,,
2025,Sacred Heart,Saint Peter's,61,66,0,Regular Season,2025-01-18,Sacred Heart,1,0,0,,,,
2025,Merrimack,Siena,64,58,0,Regular Season,2025-01-18,Merrimack,1,0,0,,,,
2025,W Michigan,Buffalo,76,85,0,Regular Season,2025-01-18,W Michigan,1,2,2,,,,
2025,N Illinois,C Michigan,66,71,0,Regular Season,2025-01-18,N Illinois,1,2,2,,,,
2025,Bowling Green,E Michigan,62,68,0,Regular Season,2025-01-18,Bowling Green,1,2,2,,,,
2025,Kent State,Miami OH,61,70,0,Regular Season,2025-01-18,Kent State,1,2,2,,,,
2025,Ball State,Toledo,75,93,0,Regular Season,2025-01-18,Ball State,1,2,2,,,,
2025,The Citadel,VMI,70,75,0,Regular Season,2025-01-18,The Citadel,1,1,2,,,,
2025,Samford,ETSU,60,65,0,Regular Season,2025-01-18,Samford,1,1,1,,,,
2025,Furman,Chattanooga,71,75,0,Regular Season,2025-01-18,Furman,1,1,1,,,,
2025,Wofford,Mercer,69,49,0,Regular Season,2025-01-18,Wofford,1,1,1,,,,
2025,W Carolina,UNC Greensboro,55,83,0,Regular Season,2025-01-18,W Carolina,1,2,1,,,,
2025,North Dakota,Kansas City,76,72,0,Regular Season,2025-01-18,North Dakota,1,0,0,,,,
2025,S Dakota St,Oral Roberts,84,70,0,Regular Season,2025-01-18,S Dakota St,1,0,0,,,,
2025,South Dakota,N Dakota St,77,103,0,Regular Season,2025-01-18,South Dakota,1,0,0,,,,
2025,Utah Valley,Utah Tech,96,80,0,Regular Season,2025-01-18,Utah Valley,1,0,0,,,,
2025,Washington St,Portland,92,70,0,Regular Season,2025-01-18,Washington St,1,0,0,,,,
2025,Florida,Texas,84,60,0,Regular Season,2025-01-18,Florida,1,2,1,,,,
2025,Georgia,Auburn,68,70,0,Regular Season,2025-01-18,Georgia,1,1,2,,,,
2025,Kentucky,Alabama,97,102,0,Regular Season,2025-01-18,Kentucky,1,2,2,,,,
2025,Mississippi St,Ole Miss,84,81,0,Regular Season,2025-01-18,Mississippi St,1,2,2,,,,
2025,Missouri,Arkansas,83,65,0,Regular Season,2025-01-18,Missouri,1,2,2,,,,
2025,Vanderbilt,Tennessee,76,75,0,Regular Season,2025-01-18,Vanderbilt,1,2,1,,,,
2025,Oklahoma,South Carolina,82,62,0,Regular Season,2025-01-18,Oklahoma,1,1,2,,,,
2025,FGCU,Queens,60,47,0,Regular Season,2025-01-18,FGCU,1,1,0,,,,
2025,Jacksonville,C Arkansas,72,62,0,Regular Season,2025-01-18,Jacksonville,1,0,0,,,,
2025,North Florida,North Alabama,84,90,0,Regular Season,2025-01-18,North Florida,1,0,0,,,,
2025,Charleston,Northeastern,87,85,0,Regular Season,2025-01-18,Charleston,1,0,0,,,,
2025,Towson,Stony Brook,53,49,0,Regular Season,2025-01-18,Towson,1,0,1,,,,
2025,Campbell,Monmouth,81,58,0,Regular Season,2025-01-18,Campbell,1,0,0,,,,
2025,Delaware,Elon,79,77,0,Regular Season,2025-01-18,Delaware,1,1,0,,,,
2025,Santa Barbara,UC Davis,60,64,0,Regular Season,2025-01-18,Santa Barbara,1,0,0,,,,
2025,Milwaukee,Youngstown St,79,64,0,Regular Season,2025-01-18,Milwaukee,1,6,6,,,,
2025,Green Bay,Robert Morris,67,89,0,Regular Season,2025-01-18,Green Bay,1,6,5,,,,
2025,N Kentucky,Wright St,70,78,0,Regular Season,2025-01-18,N Kentucky,1,1,1,,,,
2025,Detroit Mercy,Oakland,59,65,0,Regular Season,2025-01-18,Detroit Mercy,1,5,1,,,,
2025,UL Monroe,Louisiana,60,65,0,Regular Season,2025-01-18,UL Monroe,1,1,0,,,,
2025,South Alabama,Troy,64,63,0,Regular Season,2025-01-18,South Alabama,1,1,1,,,,
2025,Texas St,Southern Miss,85,82,0,Regular Season,2025-01-18,Texas St,1,1,1,,,,
2025,James Madison,App State,50,58,0,Regular Season,2025-01-18,James Madison,1,0,0,,,,
2025,Old Dominion,GA Southern,63,67,0,Regular Season,2025-01-18,Old Dominion,1,0,0,,,,
2025,Arkansas St,Georgia St,85,59,0,Regular Season,2025-01-18,Arkansas St,1,0,1,,,,
2025,Coastal,Marshall,64,77,0,Regular Season,2025-01-18,Coastal,1,0,0,,,,
2025,N'Western St,SE Louisiana,64,65,0,Regular Season,2025-01-18,N'Western St,1,3,3,,,,
2025,Hou Christian,UT Rio Grande,66,57,0,Regular Season,2025-01-18,Hou Christian,1,3,3,,,,
2025,Incarnate Word,Texas A&M-CC,63,69,0,Regular Season,2025-01-18,Incarnate Word,1,3,3,,,,
2025,Georgetown,DePaul,68,73,0,Regular Season,2025-01-18,Georgetown,1,2,2,,,,
2025,Villanova,Providence,75,73,0,Regular Season,2025-01-18,Villanova,1,3,2,,,,
2025,UConn,Creighton,63,68,0,Regular Season,2025-01-18,UConn,1,6,2,,,,
2025,Marquette,Xavier,57,59,0,Regular Season,2025-01-18,Marquette,1,2,3,,,,
2025,McNeese,Lamar,75,64,0,Regular Season,2025-01-18,McNeese,1,3,3,,,,
2025,E Texas A&M,New Orleans,73,82,0,Regular Season,2025-01-18,E Texas A&M,1,3,3,,,,
2025,Binghamton,UAlbany,65,70,0,Regular Season,2025-01-18,Binghamton,1,0,1,,,,
2025,Bryant,UMass Lowell,85,62,0,Regular Season,2025-01-18,Bryant,1,1,6,,,,
2025,UMBC,Maine,62,87,0,Regular Season,2025-01-18,UMBC,1,1,1,,,,
2025,NJIT,New Hampshire,64,59,0,Regular Season,2025-01-18,NJIT,1,1,1,,,,
2025,Dartmouth,Princeton,80,81,0,Regular Season,2025-01-18,Dartmouth,1,6,6,,,,
2025,FDU,C Connecticut,60,71,0,Regular Season,2025-01-18,FDU,1,5,5,,,,
2025,Chicago St,Le Moyne,88,72,0,Regular Season,2025-01-18,Chicago St,1,5,5,,,,
2025,Wagner,Mercyhurst,65,69,0,Regular Season,2025-01-18,Wagner,1,6,5,,,,
2025,Alabama A&M,Alabama St,65,69,0,Regular Season,2025-01-18,Alabama A&M,1,3,3,,,,
2025,Texas Southern,Alcorn St,66,57,0,Regular Season,2025-01-18,Texas Southern,1,3,3,,,,
2025,Ohio State,Indiana,76,77,0,Regular Season,2025-01-18,Ohio State,1,2,2,,,,
2025,UCLA,Iowa,94,70,0,Regular Season,2025-01-18,UCLA,1,4,2,,,,
2025,Oregon,Purdue,58,65,0,Regular Season,2025-01-18,Oregon,1,5,1,,,,
2025,USC,Wisconsin,69,84,0,Regular Season,2025-01-18,USC,1,2,2,,,,
2025,Penn,Cornell,76,86,0,Regular Season,2025-01-18,Penn,1,6,6,,,,
2025,Brown,Harvard,67,80,0,Regular Season,2025-01-18,Brown,1,6,6,,,,
2025,Columbia,Yale,88,92,0,Regular Season,2025-01-18,Columbia,1,6,6,,,,
2025,Lafayette,Colgate,67,90,0,Regular Season,2025-01-18,Lafayette,1,2,1,,,,
2025,Lehigh,Loyola MD,60,76,0,Regular Season,2025-01-18,Lehigh,1,2,3,,,,
2025,Bucknell,Navy,73,69,0,Regular Season,2025-01-18,Bucknell,1,1,1,,,,
2025,Holy Cross,American,65,74,0,Regular Season,2025-01-18,Holy Cross,1,1,3,,,,
2025,Army,Boston U,68,62,0,Regular Season,2025-01-18,Army,1,2,2,,,,
2025,Long Island,Saint Francis,64,51,0,Regular Season,2025-01-18,Long Island,1,5,5,,,,
2025,Stetson,West Georgia,82,78,0,Regular Season,2025-01-18,Stetson,1,0,1,,,,
2025,Bethune,Miss Valley St,83,58,0,Regular Season,2025-01-18,Bethune,1,3,3,,,,
